Identifiant;Chaine;startDate;endDate;referenceDate;DureeSecondes;TitreEmission;TitreCollection;TitreTrancheHoraire;Chapeau;NatureProduction;Producteurs;Descripteurs;Generiques;Genres;Thematique;IdentifiantMediametrie;IdentifiantImedia
"5028818_001";"France 2";"2013-06-10T01:17:21+01:00";"2013-06-10T01:18:13+01:00";"2013-06-09";"52";"[Interprogrammes F2 de 1 heure : programme du 9 juin 2013]";"";"[Interprogrammes F2 de 1 heure]";"";"Production propre";"";"";"";"Interprogrammes";"";"64834";""
"5028819_001";"France 2";"2013-06-10T01:18:13+01:00";"2013-06-10T03:28:44+01:00";"2013-06-09";"7831";"Retour à Roland Garros : [émission du 9 juin 2013]";"Retour à Roland Garros";"";"Finale des Internationaux de France de tennis de Roland Garros opposant David FERRER à Raphaël NADAL.";"Production propre";"France Télévisions, 2013 (Producteur)";"finale|tournoi|tennis|Ferrer, David|Nadal, Rafael";"Colin, Fabrice (Rédacteur en chef)|Brabant, François (Rédacteur en chef)|Briand, Christophe (Réalisateur)|Holtz, Gérard (Rédacteur en chef)";"Magazine|Interview entretien";"Sports";"76565";""
"5029642_001";"France 2";"2013-06-10T03:28:44+01:00";"2013-06-10T03:30:22+01:00";"2013-06-09";"98";"Chico & the Gypsies : 1, 2, 3 Maria";"";"";"";"Pré achat droits de diffusion";"";"";"";"Vidéo clip";"Variétés";"115966";""
"5029643_001";"France 2";"2013-06-10T03:30:22+01:00";"2013-06-10T03:31:06+01:00";"2013-06-09";"44";"[Interprogrammes F2 de 3 heures : programme du 9 juin 2013]";"";"[Interprogrammes F2 de 3 heures]";"";"Production propre";"";"";"";"Interprogrammes";"";"242";""
"5029644_001";"France 2";"2013-06-10T03:31:06+01:00";"2013-06-10T04:00:37+01:00";"2013-06-09";"1771";"Steeple Chase : une femme dans la course";"13h15 le samedi";"";"";"Production propre";"";"";"";"Magazine|Reportage";"";"17102";"52512274"
"5029645_001";"France 2";"2013-06-10T04:00:37+01:00";"2013-06-10T05:00:31+01:00";"2013-06-09";"3594";"Guy Forget";"Thé ou café";"";"";"Production propre";"";"";"";"Magazine";"";"52622";"52518641"
"5029646_001";"France 2";"2013-06-10T05:00:31+01:00";"2013-06-10T05:01:16+01:00";"2013-06-09";"45";"[Interprogrammes F2 de 5 heures : programme du 9 juin 2013]";"";"[Interprogrammes F2 de 5 heures]";"";"Production propre";"";"";"";"Interprogrammes";"";"242";""
"5360779_001";"France 5";"2013-06-09T00:00:00+01:00";"2013-06-09T00:00:26+01:00";"2013-06-09";"26";"Distingo : Ecorellev1";"";"";"";"Mise à disposition de temps d'antenne";"No Good Industry, 2013 (Agence)|Producteur non déclaré, 2013 (Producteur)|Banque Psa finance, 2013 (Annonceur)";"banque";"Auteur non déclaré (Réalisateur)";"Message publicitaire";"";"";""
"5360779_002";"France 5";"2013-06-09T00:00:00+01:00";"2013-06-09T00:00:26+01:00";"2013-06-09";"26";"Distingo : Ecorellev2";"";"";"";"Mise à disposition de temps d'antenne";"No Good Industry, 2013 (Agence)|Producteur non déclaré, 2013 (Producteur)|Banque Psa finance, 2013 (Annonceur)";"banque";"Auteur non déclaré (Réalisateur)";"Message publicitaire";"";"";""
"5033428_001";"France 5";"2013-06-09T05:52:23+01:00";"2013-06-09T05:52:54+01:00";"2013-06-09";"31";"[Interprogrammes FR5 de 5 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 5 heures]";"";"Production propre";"";"";"";"Interprogrammes";"";"242";""
"5033429_001";"France 5";"2013-06-09T05:52:54+01:00";"2013-06-09T06:39:38+01:00";"2013-06-09";"2804";"Eruptions volcaniques";"La Terre en colère";"";"";"Achat de droits de diffusion";"";"";"";"Documentaire|Série";"Environnement";"43183";"16339812"
"5033430_001";"France 5";"2013-06-09T06:39:38+01:00";"2013-06-09T06:43:42+01:00";"2013-06-09";"244";"[Interprogrammes FR5 de 6 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 6 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"39067";""
"5033431_001";"France 5";"2013-06-09T06:43:42+01:00";"2013-06-09T07:29:10+01:00";"2013-06-09";"2728";"Silence ça pousse : [émission du 22 mai 2013]";"Silence ça pousse";"";"";"Pré achat droits de diffusion";"";"";"";"Magazine|Reportage";"Loisirs";"66109";"51486514"
"5033432_001";"France 5";"2013-06-09T07:29:10+01:00";"2013-06-09T07:32:53+01:00";"2013-06-09";"223";"[Interprogrammes FR5 de 7 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 7 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"39067";""
"5033433_001";"France 5";"2013-06-09T07:32:53+01:00";"2013-06-09T08:24:53+01:00";"2013-06-09";"3120";"Vietnam : Du fleuve rouge au delta du Mékong";"Carnets d'Asie";"";"";"Pré achat droits de diffusion";"";"";"";"Documentaire|Série";"Tourisme";"16296";"8146393"
"5033434_001";"France 5";"2013-06-09T08:24:53+01:00";"2013-06-09T08:30:43+01:00";"2013-06-09";"350";"[Interprogrammes FR5 de 8 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 8 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"39067";""
"5033435_001";"France 5";"2013-06-09T08:30:43+01:00";"2013-06-09T09:23:02+01:00";"2013-06-09";"3139";"Pendant le siège d'Alésia, 52 avant Jésus Christ";"Le visiteur de l'histoire";"";"";"Pré achat droits de diffusion";"";"";"";"Documentaire|Reconstitution";"Histoire";"112905";"42065611"
"5033436_001";"France 5";"2013-06-09T09:23:02+01:00";"2013-06-09T09:26:15+01:00";"2013-06-09";"193";"[Interprogrammes FR5 de 9 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 9 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"39067";""
"5033437_001";"France 5";"2013-06-09T09:26:15+01:00";"2013-06-09T10:16:58+01:00";"2013-06-09";"3043";"Himalaya, les vallées oubliées du Paldar";"";"";"";"Achat de droits de diffusion";"";"";"";"Documentaire";"";"116141";"51676487"
"5033438_001";"France 5";"2013-06-09T10:16:58+01:00";"2013-06-09T10:22:51+01:00";"2013-06-09";"353";"[Interprogrammes FR5 de 10 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 10 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"39067";""
"5033439_001";"France 5";"2013-06-09T10:22:51+01:00";"2013-06-09T11:53:03+01:00";"2013-06-09";"5412";"Pays Bas : de Rotterdam à Amsterdam";"Echappées belles";"";"";"Coproduction";"";"";"";"Magazine|Reportage";"Tourisme";"10289";"52039533"
"5033440_001";"France 5";"2013-06-09T11:53:03+01:00";"2013-06-09T11:59:21+01:00";"2013-06-09";"378";"[Interprogrammes FR5 de 11 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 11 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"64955";""
"5033441_001";"France 5";"2013-06-09T11:59:21+01:00";"2013-06-09T12:25:49+01:00";"2013-06-09";"1588";"Calvinet, Cantal";"Les escapades de Petitrenaud";"";"";"Coproduction";"Mk2tv, 2013 (Producteur)|France Télévisions, 2013 (Producteur)";"";"Petitrenaud, Jean Luc (Présentateur)|Petitrenaud, Jean Luc (Auteur de l'idée originale)|Toche, Claudy (Auteur de l'idée originale)|Pont, Guillaume (Réalisateur)";"Magazine";"";"9390";"52272408"
"5033442_001";"France 5";"2013-06-09T12:25:49+01:00";"2013-06-09T12:31:21+01:00";"2013-06-09";"332";"[Interprogrammes FR5 de 12 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 12 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"39067";""
"5033443_001";"France 5";"2013-06-09T12:31:21+01:00";"2013-06-09T13:23:50+01:00";"2013-06-09";"3149";"France, les larmes bleues du glacier";"J'ai vu changer la Terre";"";"";"Pré achat droits de diffusion";"";"";"";"Documentaire|Série";"Environnement";"38385";"35444528"
"5033444_001";"France 5";"2013-06-09T13:23:50+01:00";"2013-06-09T13:29:19+01:00";"2013-06-09";"329";"[Interprogrammes FR5 de 13 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 13 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"63989";""
"5033445_001";"France 5";"2013-06-09T13:29:19+01:00";"2013-06-09T14:19:18+01:00";"2013-06-09";"2999";"Suspendus dans les airs";"Superstructures SOS";"";"";"Achat de droits de diffusion";"";"";"";"Documentaire|Série";"Technologie";"91110";"21480758"
"5033446_001";"France 5";"2013-06-09T14:19:18+01:00";"2013-06-09T14:22:03+01:00";"2013-06-09";"165";"[Interprogrammes FR5 de 14 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 14 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"48354";""
"5033447_001";"France 5";"2013-06-09T14:22:03+01:00";"2013-06-09T14:33:01+01:00";"2013-06-09";"658";"Plages et barreaux";"";"";"";"Achat de droits de diffusion";"";"";"Charles, Yannick (Réalisateur)";"Reportage";"";"91109";"66999579"
"5033448_001";"France 5";"2013-06-09T14:33:01+01:00";"2013-06-09T14:35:57+01:00";"2013-06-09";"176";"[Interprogrammes FR5 de 14 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 14 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"39067";""
"5033449_001";"France 5";"2013-06-09T14:35:57+01:00";"2013-06-09T15:27:57+01:00";"2013-06-09";"3120";"Le pays des disparités";"La renaissance de l'Inde";"";"";"Coproduction";"";"";"";"Documentaire|Série";"Sociologie";"56108";"13698902"
"5033450_001";"France 5";"2013-06-09T15:27:57+01:00";"2013-06-09T15:34:02+01:00";"2013-06-09";"365";"[Interprogrammes FR5 de 15 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 15 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"39067";""
"5033451_001";"France 5";"2013-06-09T15:34:02+01:00";"2013-06-09T16:28:05+01:00";"2013-06-09";"3243";"Le doc du dimanche : [programme du 2 juin 2013]";"";"Le doc du dimanche";"";"Production propre";"";"";"";"Tranche horaire";"Société";"20310";""
"5033452_001";"France 5";"2013-06-09T15:35:24+01:00";"2013-06-09T16:27:43+01:00";"2013-06-09";"3139";"Palme, une huile qui fait tache";"";"Le doc du dimanche";"";"Pré achat droits de diffusion";"";"";"";"Documentaire";"Société";"116326";"52150621"
"5033453_001";"France 5";"2013-06-09T16:28:05+01:00";"2013-06-09T16:33:17+01:00";"2013-06-09";"312";"[Interprogrammes FR5 de 16 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 16 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"39067";""
"5033454_001";"France 5";"2013-06-09T16:33:17+01:00";"2013-06-09T17:24:08+01:00";"2013-06-09";"3051";"XVI au XXème siècle : de François Ier à De Gaulle";"Métronome";"";"";"Pré achat droits de diffusion";"";"";"";"Docufiction|Adaptation";"Histoire";"109563";"27523447"
"5033455_001";"France 5";"2013-06-09T17:24:08+01:00";"2013-06-09T17:27:05+01:00";"2013-06-09";"177";"[Interprogrammes FR5 de 17 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 17 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"39067";""
"5033456_001";"France 5";"2013-06-09T17:27:05+01:00";"2013-06-09T17:28:06+01:00";"2013-06-09";"61";"Enseigner pour le futur, Etats Unis, New York";"Et si on changeait le monde";"";"";"Achat de droits de diffusion";"Bip production, 2013 (Producteur)";"";"La Bigne, Yolaine de (Commentateur)|Dommergue, Sylvain (Réalisateur)|Bacri, Laurent (Producteur)|Matteodo, Patrick (Compositeur de la musique originale)|Ipino, Jean Jacques (Compositeur de la musique originale)|Labrosse, Christian (Rédacteur en chef)";"Mini programme";"Environnement";"103354";"52440441"
"5033457_001";"France 5";"2013-06-09T17:28:06+01:00";"2013-06-09T17:30:25+01:00";"2013-06-09";"139";"[Interprogrammes FR5 de 17 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 17 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"242";""
"5033458_001";"France 5";"2013-06-09T17:30:25+01:00";"2013-06-09T18:57:18+01:00";"2013-06-09";"5213";"La grande marche des dinosaures";"";"";"";"Coproduction";"";"";"";"Documentaire";"Sciences";"105401";"18516895"
"5033459_001";"France 5";"2013-06-09T18:57:18+01:00";"2013-06-09T19:03:19+01:00";"2013-06-09";"361";"[Interprogrammes FR5 de 18 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 18 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"39067";""
"5033460_001";"France 5";"2013-06-09T19:03:19+01:00";"2013-06-09T19:55:47+01:00";"2013-06-09";"3148";"On n'est pas que des cobayes ! : [émission du 12 avril 2013]";"On n'est pas que des cobayes !";"";"";"Coproduction";"";"";"";"Magazine";"Sciences";"106359";"49770214"
"5033461_001";"France 5";"2013-06-09T19:55:47+01:00";"2013-06-09T20:00:50+01:00";"2013-06-09";"303";"[Interprogrammes FR5 de 19 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 19 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"39067";""
"5033462_001";"France 5";"2013-06-09T20:00:50+01:00";"2013-06-09T20:26:39+01:00";"2013-06-09";"1549";"La Chine centrale";"Embarquement immédiat";"";"";"Achat de droits de diffusion";"";"";"";"Documentaire";"";"116235";"51926163"
"5033463_001";"France 5";"2013-06-09T20:26:39+01:00";"2013-06-09T20:27:37+01:00";"2013-06-09";"58";"[Interprogrammes FR5 de 20 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 20 heures]";"";"Production propre";"";"";"";"Interprogrammes";"";"12046";""
"5033464_001";"France 5";"2013-06-09T20:27:37+01:00";"2013-06-09T20:36:06+01:00";"2013-06-09";"509";"Avis de sorties : [émission du 09 juin 2013]";"Avis de sorties";"";"Présentation en voix off des sorties cinéma de la semaine.";"Production propre";"France Télévisions, 2013 (Producteur)";"cinéma|bande annonce|film";"Lorin, Linda (Commentateur)|Nguyen, Bambou (Rédacteur en chef)";"Magazine";"Cinéma";"94027";"52441333"
"5033465_001";"France 5";"2013-06-09T20:36:06+01:00";"2013-06-09T20:36:56+01:00";"2013-06-09";"50";"[Interprogrammes FR5 de 20 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 20 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"39067";""
"5033466_001";"France 5";"2013-06-09T20:36:56+01:00";"2013-06-09T20:37:58+01:00";"2013-06-09";"62";"Les murs en terre de chantier";"Emission de solutions";"";"";"Achat de droits de diffusion";"";"";"";"Mini programme";"Environnement";"45985";"41743423"
"5033467_001";"France 5";"2013-06-09T20:37:58+01:00";"2013-06-09T20:38:37+01:00";"2013-06-09";"39";"[Interprogrammes FR5 de 20 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 20 heures]";"";"Production propre";"";"";"";"Interprogrammes";"";"64834";""
"5033468_001";"France 5";"2013-06-09T20:38:37+01:00";"2013-06-09T21:32:59+01:00";"2013-06-09";"3262";"Le doc du dimanche : [programme du 9 juin 2013]";"";"Le doc du dimanche";"";"Production propre";"MFP Multimédia France Production, 2013 (Producteur exécutif)|France Télévisions, 2013 (Producteur)";"";"Durier, Valérie (Présentateur)";"Tranche horaire";"Société";"20310";""
"5033469_001";"France 5";"2013-06-09T20:39:55+01:00";"2013-06-09T21:32:29+01:00";"2013-06-09";"3154";"Beauval, dans les coulisses du premier zoo de France";"";"Le doc du dimanche";"Ce documentaire suit les équipes du zoo de Beauval, premier parc animalier en France. La gestion et la  logistique demande une organisation précise et complexe. Le bien être des animaux sauvages est prioritaire et l'objectif du zoo est d'assurer la reproduction et la pérennité des espèces en danger comme les deux pandas de Chine arrivés en 2012. Un commentaire sur des images factuelles, d'illustration et d'archives alterne avec des interviews.";"Pré achat droits de diffusion";"ITV Studios France, 2013 (Producteur)|France Télévisions, 2013 (Avec la participation de)";"zoo|animal sauvage|parc animalier|vétérinaire|reproduction-physiologie|tourisme|organisation|disparition des espèces vivantes|panda|Beauval";"Delord, Rodolphe (Participant)|Delord, Françoise (Participant)|Delord, Delphine (Participant)|Mulot, Baptiste (Participant)|Bairrao, Ruivo Eric (Participant)|Florentiny, François (Producteur)|Gadonneix, Pierre Marie (Producteur)|Gomis, David (Participant)|Dubreuil, Vanessa (Réalisateur)|Potier, Romain (Participant)";"Documentaire";"Société";"116431";"52440797"
"5033470_001";"France 5";"2013-06-09T21:32:59+01:00";"2013-06-09T21:34:53+01:00";"2013-06-09";"114";"[Interprogrammes FR5 de 21 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 21 heures]";"";"Production propre";"";"";"";"Interprogrammes";"";"39067";""
"5033471_001";"France 5";"2013-06-09T21:34:53+01:00";"2013-06-09T22:06:00+01:00";"2013-06-09";"1867";"Traçabilité : la crise !";"C'est notre affaire";"";"";"Pré achat droits de diffusion";"";"";"";"Magazine|Reportage";"Economie";"92262";"51786745"
"5033472_001";"France 5";"2013-06-09T22:06:00+01:00";"2013-06-09T22:07:44+01:00";"2013-06-09";"104";"[Interprogrammes FR5 de 22 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 22 heures]";"";"Mixte";"";"";"";"Interprogrammes";"";"39067";""
"5033473_001";"France 5";"2013-06-09T22:07:44+01:00";"2013-06-09T23:40:19+01:00";"2013-06-09";"5555";"La bicyclette bleue : 1ère partie";"La bicyclette bleue";"";"";"Coproduction";"";"";"";"Téléfilm|Adaptation";"Fiction";"74254";"97780"
"5033474_001";"France 5";"2013-06-09T23:40:19+01:00";"2013-06-09T23:40:56+01:00";"2013-06-09";"37";"[Interprogrammes FR5 de 23 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 23 heures]";"";"Production propre";"";"";"";"Interprogrammes";"";"242";""
"5033475_001";"France 5";"2013-06-09T23:40:56+01:00";"2013-06-10T00:32:37+01:00";"2013-06-09";"3101";"L'Ukraine";"Planète insolite";"";"";"Achat de droits de diffusion";"";"";"";"Documentaire|Série";"Tourisme";"78462";"25964524"
"5033476_001";"France 5";"2013-06-10T00:32:37+01:00";"2013-06-10T00:32:43+01:00";"2013-06-09";"6";"[Interprogrammes FR5 de 0 heure : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 0 heure]";"";"Production propre";"";"";"";"Interprogrammes";"";"662";""
"5033477_001";"France 5";"2013-06-10T00:32:43+01:00";"2013-06-10T01:23:26+01:00";"2013-06-09";"3043";"Il conquiert le monde";"Homo sapiens";"";"";"Coproduction";"";"";"";"Docufiction";"Ethnologie";"93734";"3582413"
"5033478_001";"France 5";"2013-06-10T01:23:26+01:00";"2013-06-10T01:23:32+01:00";"2013-06-09";"6";"[Interprogrammes FR5 de 1 heure : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 1 heure]";"";"Production propre";"";"";"";"Interprogrammes";"";"662";""
"5033479_001";"France 5";"2013-06-10T01:23:32+01:00";"2013-06-10T02:15:34+01:00";"2013-06-09";"3122";"Drones tueurs et guerres secrètes";"";"";"";"Pré achat droits de diffusion";"";"";"";"Documentaire";"Société";"116154";"42065370"
"5033480_001";"France 5";"2013-06-10T02:15:34+01:00";"2013-06-10T02:15:40+01:00";"2013-06-09";"6";"[Interprogrammes FR5 de 2 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 2 heures]";"";"Production propre";"";"";"";"Interprogrammes";"";"662";""
"5033481_001";"France 5";"2013-06-10T02:15:40+01:00";"2013-06-10T02:42:10+01:00";"2013-06-09";"1590";"Une maison, un écrivain";"";"";"";"Pré achat droits de diffusion";"";"";"";"Documentaire|Série";"Littérature";"104725";"26866389"
"5033482_001";"France 5";"2013-06-10T02:42:10+01:00";"2013-06-10T02:42:49+01:00";"2013-06-09";"39";"[Interprogrammes FR5 de 2 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 2 heures]";"";"Production propre";"";"";"";"Interprogrammes";"";"242";""
"5033483_001";"France 5";"2013-06-10T02:42:49+01:00";"2013-06-10T02:56:22+01:00";"2013-06-09";"813";"Parcs nationaux de l'Utah";"Planète découverte";"";"";"Achat de droits de diffusion";"";"";"";"Documentaire|Série";"Tourisme";"97286";"17728347"
"5033484_001";"France 5";"2013-06-10T02:56:22+01:00";"2013-06-10T02:56:28+01:00";"2013-06-09";"6";"[Interprogrammes FR5 de 2 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 2 heures]";"";"Production propre";"";"";"";"Interprogrammes";"";"662";""
"5033485_001";"France 5";"2013-06-10T02:56:28+01:00";"2013-06-10T02:59:43+01:00";"2013-06-09";"195";"Suisse";"";"Interlude";"";"Pré achat droits de diffusion";"";"";"Mezerette, Pierre (Réalisateur)";"Reportage|Interlude";"Tourisme";"91090";""
"5033486_001";"France 5";"2013-06-10T02:59:43+01:00";"2013-06-10T03:00:00+01:00";"2013-06-09";"17";"[Interprogrammes FR5 de 2 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 2 heures]";"";"Production propre";"";"";"";"Interprogrammes";"";"";""
"5034100_001";"France 5";"2013-06-10T03:00:41+01:00";"2013-06-10T03:52:57+01:00";"2013-06-09";"3136";"Des enfants aux urgences";"";"";"";"Pré achat droits de diffusion";"";"";"";"Documentaire";"Médecine santé";"55542";"13588648"
"5034101_001";"France 5";"2013-06-10T03:52:57+01:00";"2013-06-10T03:53:03+01:00";"2013-06-09";"6";"[Interprogrammes FR5 de 3 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 3 heures]";"";"Production propre";"";"";"";"Interprogrammes";"";"662";""
"5034102_001";"France 5";"2013-06-10T03:53:03+01:00";"2013-06-10T04:41:37+01:00";"2013-06-09";"2914";"Le Sahara";"Afrique sauvage";"";"";"Achat de droits de diffusion";"";"";"";"Documentaire|Série";"Faune";"110484";"50263064"
"5034103_001";"France 5";"2013-06-10T04:41:37+01:00";"2013-06-10T04:41:43+01:00";"2013-06-09";"6";"[Interprogrammes FR5 de 4 heures : programme du 9 juin 2013]";"";"[Interprogrammes FR5 de 4 heures]";"";"Production propre";"";"";"";"Interprogrammes";"";"662";""
"5034104_001";"France 5";"2013-06-10T04:41:43+01:00";"2013-06-10T05:33:24+01:00";"2013-06-09";"3101";"Côté hommes";"Trente ans et plus si affinités";"";"";"Pré achat droits de diffusion";"";"";"";"Documentaire";"Société";"100363";"18481185"
"5360352_016";"France 2";"2013-06-10T00:00:00+01:00";"2013-06-10T00:00:50+01:00";"2013-06-10";"50";"Gmf habitation juin 2013 30s";"";"";"";"Mise à disposition de temps d'antenne";"TBWA, 2013 (Agence)|GMF (Garantie Mutuelle des Fonctionnaires), 2013 (Annonceur)|Producteur non déclaré, 2013 (Producteur)";"assurance";"Auteur non déclaré (Réalisateur)";"Message publicitaire";"";"";""
"5360352_017";"France 2";"2013-06-10T00:00:00+01:00";"2013-06-10T00:00:50+01:00";"2013-06-10";"50";"Gmf auto new packshot 30s";"";"";"";"Mise à disposition de temps d'antenne";"TBWA, 2013 (Agence)|GMF (Garantie Mutuelle des Fonctionnaires), 2013 (Annonceur)|Producteur non déclaré, 2013 (Producteur)";"assurance";"Auteur non déclaré (Réalisateur)";"Message publicitaire";"";"";""
"5360352_018";"France 2";"2013-06-10T00:00:00+01:00";"2013-06-10T00:00:40+01:00";"2013-06-10";"40";"Gmf habitation juin 2013 20s";"";"";"";"Mise à disposition de temps d'antenne";"TBWA, 2013 (Agence)|GMF (Garantie Mutuelle des Fonctionnaires), 2013 (Annonceur)|Producteur non déclaré, 2013 (Producteur)";"assurance";"Auteur non déclaré (Réalisateur)";"Message publicitaire";"";"";""
"5360352_041";"France 2";"2013-06-10T00:00:00+01:00";"2013-06-10T00:00:40+01:00";"2013-06-10";"40";"Gmf habitation juin 2013 20s";"";"";"";"Mise à disposition de temps d'antenne";"TBWA, 2013 (Agence)|GMF (Garantie Mutuelle des Fonctionnaires), 2013 (Annonceur)|Producteur non déclaré, 2013 (Producteur)";"assurance";"Auteur non déclaré (Réalisateur)";"Message publicitaire";"";"";""
"5360349_022";"France 2";"2013-06-10T00:00:00+01:00";"2013-06-10T00:00:34+01:00";"2013-06-10";"34";"La laitière : Le nuage magique ms a";"";"";"";"Mise à disposition de temps d'antenne";"Ogilvy et Mather, 2013 (Agence)|Quad Productions, 2013 (Producteur)|Groupe Lactalis, 2013 (Annonceur)";"produit laitier";"Auteur non déclaré (Réalisateur)";"Message publicitaire";"";"";""
"5360348_049";"France 2";"2013-06-10T00:00:00+01:00";"2013-06-10T00:01:11+01:00";"2013-06-10";"71";"Iphone : Musique chaque jour orange";"";"";"";"Mise à disposition de temps d'antenne";"Apple France, 2013 (Annonceur)|TBWA, 2013 (Agence)|Producteur non déclaré, 2013 (Producteur)";"télécommunications";"Auteur non déclaré (Réalisateur)";"Message publicitaire";"";"";""
"5360348_050";"France 2";"2013-06-10T00:00:00+01:00";"2013-06-10T00:01:11+01:00";"2013-06-10";"71";"Iphone : Musique chaque jour free";"";"";"";"Mise à disposition de temps d'antenne";"Apple France, 2013 (Annonceur)|TBWA, 2013 (Agence)|Producteur non déclaré, 2013 (Producteur)";"télécommunications";"Auteur non déclaré (Réalisateur)";"Message publicitaire";"";"";""
"5360348_051";"France 2";"2013-06-10T00:00:00+01:00";"2013-06-10T00:01:11+01:00";"2013-06-10";"71";"Iphone : Musique chaque jour virgin";"";"";"";"Mise à disposition de temps d'antenne";"Apple France, 2013 (Annonceur)|TBWA, 2013 (Agence)|Producteur non déclaré, 2013 (Producteur)";"télécommunications";"Auteur non déclaré (Réalisateur)";"Message publicitaire";"";"";""
"5360348_052";"France 2";"2013-06-10T00:00:00+01:00";"2013-06-10T00:01:11+01:00";"2013-06-10";"71";"Iphone : Musique chaque jour sfr";"";"";"";"Mise à disposition de temps d'antenne";"Apple France, 2013 (Annonceur)|TBWA, 2013 (Agence)|Producteur non déclaré, 2013 (Producteur)";"télécommunications";"Auteur non déclaré (Réalisateur)";"Message publicitaire";"";"";""
"5360348_053";"France 2";"2013-06-10T00:00:00+01:00";"2013-06-10T00:01:11+01:00";"2013-06-10";"71";"Iphone : Musique chaque jour bouygues";"";"";"";"Mise à disposition de temps d'antenne";"Apple France, 2013 (Annonceur)|TBWA, 2013 (Agence)|Producteur non déclaré, 2013 (Producteur)";"télécommunications";"Auteur non déclaré (Réalisateur)";"Message publicitaire";"";"";""
"5360348_034";"France 2";"2013-06-10T00:00:00+01:00";"2013-06-10T00:00:26+01:00";"2013-06-10";"26";"M";"";"";"";"Mise à disposition de temps d'antenne";"Producteur non déclaré, 2013 (Producteur)|Producteur non déclaré, 2013 (Agence)|Auguri productions, 2013 (Annonceur)";"spectacle";"Auteur non déclaré (Réalisateur)";"Message publicitaire";"";"";""
"5360349_025";"France 2";"2013-06-10T00:00:00+01:00";"2013-06-10T00:00:34+01:00";"2013-06-10";"34";"La laitière : Le nuage magique ms d";"";"";"";"Mise à disposition de temps d'antenne";"Ogilvy et Mather, 2013 (Agence)|Quad Productions, 2013 (Producteur)|Groupe Lactalis, 2013 (Annonceur)";"produit laitier";"Auteur non déclaré (Réalisateur)";"Message publicitaire";"";"";""
"5360349_023";"France 2";"2013-06-10T00:00:00+01:00";"2013-06-10T00:00:34+01:00";"2013-06-10";"34";"La laitière : Le nuage magique ms b";"";"";"";"Mise à disposition de temps d'antenne";"Ogilvy et Mather, 2013 (Agence)|Quad Productions, 2013 (Producteur)|Groupe Lactalis, 2013 (Annonceur)";"produit laitier";"Auteur non déclaré (Réalisateur)";"Message publicitaire";"";"";""
