Identifiant;Chaine;startDate;endDate;referenceDate;DureeSecondes;TitreEmission;TitreCollection;TitreTrancheHoraire;Chapeau;NatureProduction;Producteurs;Descripteurs;Generiques;Genres;Thematique;IdentifiantMediametrie;IdentifiantImedia
"5670938_001";"France Inter";"2013-06-07T14:00:00+01:00";"2013-06-07T14:03:00+01:00";"2013-06-07";"180";"Flash 14h00 :  émission du 07 juin 2013";"Flash 14h00";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Journal parlé";"";"0";""
"5670939_001";"France Inter";"2013-06-07T14:04:30+01:00";"2013-06-07T14:57:47+01:00";"2013-06-07";"3197";"Les grosses têtes au carré";"La tête au carré";"";"Magazine Mathieu VIDARD et ses invités débattent de l'actualité scientifique de la semaine. Avec Jean Paul DEKISS, écrivain, fondateur de la revue ""Jules Verne"" et de la maison Jules Verne à Amiens, Stéphane HENARD, responsable de l'aquariologie au Centre national de la Mer Nausicaa, Séverine HURARD, archéologue de terrain à l'INRAP, et Frédéric SALDMANN, cardiologue, nutritionniste, spécialiste de médecine prédictive.";"Production propre";"Radio France, 2013 (Producteur)";"mer|sommeil|archéologie|science|océan|médecine|sexualité|diététique|Verne, Jules|allergologie|nutrition|allergie|journée mondiale|histoire|alimentation|santé|sexologie|livre|essai littéraire|océanographie";"Dekiss, Jean Paul (Participant)|Saldmann, Frédéric (Participant)|Hénard, Stéphane (Participant)|Vidard, Mathieu (Présentateur)|Vidard, Mathieu (Producteur)|Ballet, Violaine (Réalisateur)|Hurard, Séverine (Participant)";"Magazine|Interview entretien";"";"0";""
"5670940_001";"France Inter";"2013-06-07T15:00:00+01:00";"2013-06-07T15:03:00+01:00";"2013-06-07";"180";"Flash 15h00 :  émission du 07 juin 2013";"Flash 15h00";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Journal parlé";"";"0";""
"5670941_001";"France Inter";"2013-06-07T15:03:30+01:00";"2013-06-07T15:57:21+01:00";"2013-06-07";"3231";"Clément, 5 juin 2013";"Là-bas si j'y suis";"";"Magazine d'actualités sociales débutant par la diffusion de messages d'auditeurs (Le répondeur) suivi d'un reportage préalablement introduit par Daniel MERMET. Aujourd'hui, Anaëlle VERZAUX s'intéresse au meurtre à Paris du jeune militant antifasciste Clément MERIC.";"Production propre";"Radio France, 2013 (Producteur)";"décès|extrême gauche|bagarre|fanatisme|extrême droite|bande de jeunes|courant politique|militant|société|Méric, Clément|skinhead|idéologie politique";"Mermet, Daniel (Présentateur)|Mermet, Daniel (Producteur)|Verzaux, Anaëlle (Journaliste)";"Magazine|Reportage";"";"0";""
"5670942_001";"France Inter";"2013-06-07T16:00:00+01:00";"2013-06-07T16:03:00+01:00";"2013-06-07";"180";"Flash 16h00 :  émission du 07 juin 2013";"Flash 16h00";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Journal parlé";"";"0";""
"5670943_001";"France Inter";"2013-06-07T16:03:30+01:00";"2013-06-07T16:56:59+01:00";"2013-06-07";"3209";"Yael Naïm, David Donatien";"On parle musique";"";"Sylvie CHAPELLE s'entretient avec les auteurs compositeurs interprètes Yaël NAIM et David DONATIEN. Ils évoquent la pratique de leur art ainsi que leur univers musical. Les propos sont illustrés par la diffusion de disques du commerce.";"Production propre";"Radio France, 2013 (Producteur)";"chanson|musique|concert|duo|album|festival";"Pestuggia, Xavier (Réalisateur)|Donatien, David (Participant)|Naïm, Yaël (Participant)|Chapelle, Sylvie (Présentateur)|Chapelle, Sylvie (Producteur)";"Interview entretien";"";"0";""
"5670944_001";"France Inter";"2013-06-07T17:00:00+01:00";"2013-06-07T17:05:00+01:00";"2013-06-07";"300";"Flash 17h00 :  émission du 07 juin 2013";"Flash 17h00";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Journal parlé";"";"0";""
"5670945_001";"France Inter";"2013-06-07T17:05:30+01:00";"2013-06-07T17:55:51+01:00";"2013-06-07";"3021";"Harry Matthews";"Le grand entretien";"";"Pascal BUSNEL s'entretient avec le poète et écrivain américain Harry MATTHEWS, auteur de ""Le cas du maltais persévérant"".";"Production propre";"Radio France, 2013 (Producteur)";"poésie|littérature|vie privée|poète|roman|écrivain|carrière professionnelle|rétrospective|poème|livre";"Busnel, François (Présentateur)|Busnel, François (Producteur)|Kobylak, Anne (Réalisateur)|Matthews, Harry (Participant)";"Interview entretien";"";"0";""
"5670946_001";"France Inter";"2013-06-07T17:58:00+01:00";"2013-06-07T18:00:00+01:00";"2013-06-07";"120";"Interprogrammes : émission du 07 juin 2013";"Interprogrammes";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5670947_001";"France Inter";"2013-06-07T18:00:00+01:00";"2013-06-07T18:24:17+01:00";"2013-06-07";"1457";"Inter soir 18h00 : émission du 07 juin 2013";"Inter soir 18h00";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Journal parlé";"";"0";""
"5670948_001";"France Inter";"2013-06-07T18:13:00+01:00";"2013-06-07T18:23:00+01:00";"2013-06-07";"600";"Les choix culture pour votre week-end : émission du 07 juin 2013";"Les choix culture pour votre week-end";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Chronique";"";"0";""
"5670949_001";"France Inter";"2013-06-07T18:23:00+01:00";"2013-06-07T18:24:00+01:00";"2013-06-07";"60";"Bourse : émission du 07 juin 2013";"Bourse";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Chronique";"";"0";""
"5670950_001";"France Inter";"2013-06-07T18:24:00+01:00";"2013-06-07T18:25:00+01:00";"2013-06-07";"60";"Météo : émission du 07 juin 2013";"Météo";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Message info";"";"0";""
"5670951_001";"France Inter";"2013-06-07T18:25:00+01:00";"2013-06-07T18:57:41+01:00";"2013-06-07";"1961";"La mort de Clément Méric";"Questions critiques";"";"Débat animé par Jean Marie COLOMBANI auquel participent Nicolas BEYTOUT, président fondateur de ""L'Opinion"", Cynthia FLEURY professeur de philosophie à l'Université américaine de Paris, et Caroline FOUREST, de la revue ""Pro choix"". Ensemble, ils évoquent les sujets suivants : le décès à Paris du jeune militant antifasciste Clément MERIC, le voyage officiel au Japon du président de la république François HOLLANDE.";"Production propre";"Radio France, 2013 (Producteur)";"relations économiques|décès|extrême gauche|bagarre|fanatisme|extrême droite|Japon|France|bande de jeunes|relations diplomatiques|courant politique|militant|chef d'Etat|société|Méric, Clément|voyage officiel|skinhead|idéologie politique|Hollande, François";"Colombani, Jean Marie (Présentateur)|Colombani, Jean Marie (Producteur)|Beytout, Nicolas (Participant)|Fourest, Caroline (Participant)|Fleury, Cynthia (Participant)|Thomas, Marie Christine (Réalisateur)";"Débat";"";"0";""
"5670952_001";"France Inter";"2013-06-07T19:00:00+01:00";"2013-06-07T19:21:18+01:00";"2013-06-07";"1278";"Inter soir 19h00 : émission du 07 juin 2013";"Inter soir 19h00";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Passerel, Alain (Présentateur)";"Journal parlé";"";"0";""
"5670953_001";"France Inter";"2013-06-07T19:20:30+01:00";"2013-06-07T19:21:30+01:00";"2013-06-07";"60";"Météo : émission du 07 juin 2013";"Météo";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Message info";"";"0";""
"5670954_001";"France Inter";"2013-06-07T19:21:30+01:00";"2013-06-07T19:58:35+01:00";"2013-06-07";"2225";"Partout ailleurs : émission du 07 juin 2013";"Partout ailleurs";"";"Magazine. Eric VALMIR et ses invités évoquent plusieurs sujets de l'actualité internationale.";"Production propre";"Radio France, 2013 (Producteur)";"religion|répression|droits de l'homme|album|guerre civile|Istanbul|Brésil|homosexualité|état-pays|Russie|manifestation|film|Birmanie|liberté d'expression|Turquie|Liban|opposition|livre";"Ruffez, Manuel (Participant)|Valmir, Eric (Présentateur)|Valmir, Eric (Journaliste)|Laugénie, Sébastien (Journaliste)|Touchard, Elodie (Journaliste)|Favre, Rémy (Journaliste)|Chol, Eric (Participant)|Bourgeret, Caroline (Participant)|Hamdan, Yasmine (Participant)|Vicari, Daniele (Participant)";"Magazine|Interview entretien";"";"0";""
"5670955_001";"France Inter";"2013-06-07T20:00:00+01:00";"2013-06-07T20:03:00+01:00";"2013-06-07";"180";"Flash 20h00 :  émission du 07 juin 2013";"Flash 20h00";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Journal parlé";"";"0";""
"5670956_001";"France Inter";"2013-06-07T20:03:00+01:00";"2013-06-07T20:04:00+01:00";"2013-06-07";"60";"Bourse : émission du 07 juin 2013";"Bourse";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Chronique";"";"0";""
"5670957_001";"France Inter";"2013-06-07T20:05:00+01:00";"2013-06-07T20:56:25+01:00";"2013-06-07";"3085";"La Turquie en pleine redéfinition";"Nous autres";"";"Reportage consacré à l'assassinat du rédacteur en chef du journal bilingue arménien turc Agos Hrant DINK, et à la reconnaissance par la Turquie du génocide arménien de 1915.";"Production propre";"Radio France, 2013 (Producteur)";"engagement personnel|assassinat politique|Istanbul|génocide|Arménien|journaliste|Dink, Hrant|liberté d'expression|Turquie|nationalisme";"Soulier, Michèle (Réalisateur)|Varier, Zoé (Présentateur)|Varier, Zoé (Producteur)|Perrier, Guillaume (Participant)|Marchand, Laure (Participant)";"Magazine|Reportage";"";"0";""
"5670958_001";"France Inter";"2013-06-07T21:00:00+01:00";"2013-06-07T21:03:00+01:00";"2013-06-07";"180";"Flash 21h00 :  émission du 07 juin 2013";"Flash 21h00";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Journal parlé";"";"0";""
"5670959_001";"France Inter";"2013-06-07T21:05:00+01:00";"2013-06-07T22:54:18+01:00";"2013-06-07";"6558";"Bonnie Tyler, Demi Mondaine, Dee Nasty";"Ouvert la nuit";"";"Magazine culturel présenté par Aurélie SFEZ et Alexandre HERAUD. Ils reçoivent ce soir la chanteuse Bonnie TYLER, à l'occasion de la sortie de l'album ""Rocks and Honey"", le groupe de rock Demi Mondaine, pour l'album ""Private Parts"", et le Dj  de hip hop Dee Nasty.";"Production propre";"Radio France, 2013 (Producteur)";"rap|chanson|musique|album|musique rock|hip hop";"Dee Nasty-DJ (Participant)|Tyler, Bonnie (Participant)|Deraime, Bill (Participant)|Héraud, Alexandre (Présentateur)|Héraud, Alexandre (Producteur)|Sfez, Aurélie (Présentateur)|Sfez, Aurélie (Producteur)|Chelius, Jérôme (Réalisateur)|Dupechez, Fanny (Participant)|Demi Mondaine-groupe (Participant)";"Magazine|Interview entretien";"";"0";""
"5670960_001";"France Inter";"2013-06-07T22:00:00+01:00";"2013-06-07T22:03:27+01:00";"2013-06-07";"207";"Inter soir 22h00 : émission du 07 juin 2013";"Inter soir 22h00";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Journal parlé";"";"0";""
"5670961_001";"France Inter";"2013-06-07T23:00:00+01:00";"2013-06-07T23:14:50+01:00";"2013-06-07";"890";"Inter soir 23h00 : émission du 07 juin 2013";"Inter soir 23h00";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Journal parlé";"";"0";""
"5670962_001";"France Inter";"2013-06-07T23:14:00+01:00";"2013-06-07T23:15:00+01:00";"2013-06-07";"60";"Météo : émission du 07 juin 2013";"Météo";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Message info";"";"0";""
"5670963_001";"France Inter";"2013-06-07T23:16:00+01:00";"2013-06-07T23:59:46+01:00";"2013-06-07";"2626";"Fred Pellerin, Frédéric Boyer, Georges Lavaudant ";"Studio théâtre";"";"Magazine consacré à l'actualité théâtrale. Ce soir, Laure ADLER s'entretient avec les invités suivants : Fred PELLERIN, conteur, pour son spectacle ""De peigne et de misère"", Frédéric BOYER, Frédéric BOYER, écrivain, auteur de la pièce de théâtre ""Phèdre et les oiseaux"", et Georges LAVAUDANT, metteur en scène de ""Cyrano de Bergerac"".";"Production propre";"Radio France, 2013 (Producteur)";"théâtre|Paris|Aix en Provence|Lyon|spectacle|Marseille|pièce de théâtre|festival";"Lavaudant, Georges (Participant)|Adler, Laure (Présentateur)|Adler, Laure (Producteur)|Boyer, Frédéric (Participant)|Pellerin, Fred (Participant)";"Magazine|Interview entretien";"";"0";""
"5671786_001";"France Culture";"2013-06-08T00:00:00+01:00";"2013-06-08T00:34:34+01:00";"2013-06-08";"2074";"Thadée Klossowski de Rola";"Du jour au lendemain";"";"Alain VEINSTEIN reçoit Thadée KLOSSOWSKI de ROLA  à l'occasion de la parution de son dernier livre ""Vie rêvée"".";"Production propre";"Radio France, 2013 (Producteur)";"littérature|livre";"Veinstein, Alain (Présentateur)|Veinstein, Alain (Producteur)|Klossowski de Rola, Thadée (Participant)|Na, Somany (Réalisateur)";"Magazine|Interview entretien";"";"0";""
"5671787_001";"France Culture";"2013-06-08T00:35:00+01:00";"2013-06-08T06:14:00+01:00";"2013-06-08";"20340";"Les nuits de France Culture : émission du 08 juin 2013";"";"Les nuits de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Garbit, Philippe (Producteur)|Huttin, Geneviève (Producteur)|Goémé, Christine (Producteur)|Floriot, Marc (Producteur)|Mourthé, Virginie (Réalisateur)";"Tranche horaire";"";"0";""
"5671788_001";"France Culture";"2013-06-08T00:35:00+01:00";"2013-06-08T06:13:09+01:00";"2013-06-08";"20289";"Jean Paul Sartre : 1ère émission";"Nuits spéciales";"Les nuits de France Culture";"Première émission d'une série de trois consacrée à Jean Paul Sartre. Philippe GARBIT reçoit Michel CONTAT, auteur notament de ""Pour Sartre"" et ""Pourquoi et comment Sartre a écrit Les mots Genèse d'une autobiographie"" pour évoquer le romancier.
L'interview est suivie de la retransmission des différentes épisodes de la dramatique adaptée de ""L'âge de raison"", premier tome du roman en 3 volumes de Jean Paul SARTRE ""Les chemins de la liberté"".";"Production propre";"Radio France, 2013 (Producteur)";"engagement personnel|rapports humains|Sartre, Jean Paul|écrivain|adaptation d'oeuvre|jeunesse";"Vierne, Jean Jacques (Réalisateur)|Bonal, Denise (Interprète)|Dhéran, Bernard (Interprète)|Marteville, Pierre (Interprète)|Bory, Jean Marc (Interprète)|Pillaudin, Roger (Adaptateur)|Périer, François (Interprète)|Sartre, Jean Paul (Auteur de l'oeuvre pré-existante)|Rénier, Yves (Interprète)|Blot, Florence (Interprète)|Colombo, Pia (Interprète)|Maurier, Claire (Interprète)|Bourbon, Maurice (Interprète)|Hardeyn, Jeanne (Interprète)|Colas, Daniel (Interprète)|Garbit, Philippe (Présentateur)|Garbit, Philippe (Producteur)|Franck, Ginette (Interprète)|Guiomar, Julien (Interprète)|Chappuit, Maureen (Réalisateur)|Contat, Michel (Participant)";"Interview entretien|Dramatique";"";"0";""
"5671789_001";"France Culture";"2013-06-08T01:05:53+01:00";"2013-06-08T02:05:53+01:00";"2013-06-08";"3600";"L'âge de raison : 1er et 2ème épisode";"Les chemins de la liberté";"Les nuits de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Vierne, Jean Jacques (Réalisateur)|Bonal, Denise (Interprète)|Dhéran, Bernard (Interprète)|Marteville, Pierre (Interprète)|Bory, Jean Marc (Interprète)|Pillaudin, Roger (Adaptateur)|Périer, François (Interprète)|Sartre, Jean Paul (Auteur de l'oeuvre pré-existante)|Rénier, Yves (Interprète)|Blot, Florence (Interprète)|Colombo, Pia (Interprète)|Maurier, Claire (Interprète)|Bourbon, Maurice (Interprète)|Hardeyn, Jeanne (Interprète)|Colas, Daniel (Interprète)|Franck, Ginette (Interprète)|Guiomar, Julien (Interprète)";"Dramatique";"";"0";""
"5671790_001";"France Culture";"2013-06-08T02:05:53+01:00";"2013-06-08T03:12:01+01:00";"2013-06-08";"3968";"L'âge de raison : 3ème et 4ème épisode";"Les chemins de la liberté";"Les nuits de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Vierne, Jean Jacques (Réalisateur)|Bonal, Denise (Interprète)|Dhéran, Bernard (Interprète)|Marteville, Pierre (Interprète)|Bory, Jean Marc (Interprète)|Pillaudin, Roger (Adaptateur)|Périer, François (Interprète)|Sartre, Jean Paul (Auteur de l'oeuvre pré-existante)|Rénier, Yves (Interprète)|Blot, Florence (Interprète)|Colombo, Pia (Interprète)|Maurier, Claire (Interprète)|Bourbon, Maurice (Interprète)|Hardeyn, Jeanne (Interprète)|Colas, Daniel (Interprète)|Franck, Ginette (Interprète)|Guiomar, Julien (Interprète)";"Dramatique";"";"0";""
"5671792_001";"France Culture";"2013-06-08T03:12:01+01:00";"2013-06-08T04:12:01+01:00";"2013-06-08";"3600";"L'âge de raison : 5ème et 6ème épisode";"Les chemins de la liberté";"Les nuits de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Vierne, Jean Jacques (Réalisateur)|Bonal, Denise (Interprète)|Dhéran, Bernard (Interprète)|Marteville, Pierre (Interprète)|Bory, Jean Marc (Interprète)|Pillaudin, Roger (Adaptateur)|Périer, François (Interprète)|Sartre, Jean Paul (Auteur de l'oeuvre pré-existante)|Rénier, Yves (Interprète)|Blot, Florence (Interprète)|Colombo, Pia (Interprète)|Maurier, Claire (Interprète)|Bourbon, Maurice (Interprète)|Hardeyn, Jeanne (Interprète)|Colas, Daniel (Interprète)|Franck, Ginette (Interprète)|Guiomar, Julien (Interprète)";"Dramatique";"";"0";""
"5671793_001";"France Culture";"2013-06-08T04:12:01+01:00";"2013-06-08T05:13:09+01:00";"2013-06-08";"3668";"L'âge de raison : 7ème et 8ème épisode";"Les chemins de la liberté";"Les nuits de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Vierne, Jean Jacques (Réalisateur)|Bonal, Denise (Interprète)|Dhéran, Bernard (Interprète)|Marteville, Pierre (Interprète)|Bory, Jean Marc (Interprète)|Pillaudin, Roger (Adaptateur)|Périer, François (Interprète)|Sartre, Jean Paul (Auteur de l'oeuvre pré-existante)|Rénier, Yves (Interprète)|Blot, Florence (Interprète)|Colombo, Pia (Interprète)|Maurier, Claire (Interprète)|Bourbon, Maurice (Interprète)|Hardeyn, Jeanne (Interprète)|Colas, Daniel (Interprète)|Franck, Ginette (Interprète)|Guiomar, Julien (Interprète)";"Dramatique";"";"0";""
"5671795_001";"France Culture";"2013-06-08T05:13:09+01:00";"2013-06-08T06:13:09+01:00";"2013-06-08";"3600";"L'âge de raison : 9ème et 10ème épisode";"Les chemins de la liberté";"Les nuits de France Culture";"";"Production propre";"Radio France, 2013 (Producteur)";"";"Vierne, Jean Jacques (Réalisateur)|Bonal, Denise (Interprète)|Dhéran, Bernard (Interprète)|Marteville, Pierre (Interprète)|Bory, Jean Marc (Interprète)|Pillaudin, Roger (Adaptateur)|Périer, François (Interprète)|Sartre, Jean Paul (Auteur de l'oeuvre pré-existante)|Rénier, Yves (Interprète)|Blot, Florence (Interprète)|Colombo, Pia (Interprète)|Maurier, Claire (Interprète)|Bourbon, Maurice (Interprète)|Hardeyn, Jeanne (Interprète)|Colas, Daniel (Interprète)|Franck, Ginette (Interprète)|Guiomar, Julien (Interprète)";"Dramatique";"";"0";""
"5680041_001";"France Culture";"2013-06-08T06:14:10+01:00";"2013-06-08T06:58:05+01:00";"2013-06-08";"2635";"Iran : les mots interdits";"Le magazine de la rédaction";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Magazine|Reportage";"";"0";""
"5680042_001";"France Culture";"2013-06-08T06:58:00+01:00";"2013-06-08T06:59:00+01:00";"2013-06-08";"60";"Interprogrammes : émission du 08 juin 2013";"Interprogrammes";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5680043_001";"France Culture";"2013-06-08T07:00:00+01:00";"2013-06-08T07:05:10+01:00";"2013-06-08";"310";"Journal 07h00 : émission du 08 juin 2013";"Journal 07h00";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Journal parlé";"";"0";""
"5680044_001";"France Culture";"2013-06-08T07:05:00+01:00";"2013-06-08T07:05:30+01:00";"2013-06-08";"30";"Interprogrammes : émission du 08 juin 2013";"Interprogrammes";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5680045_001";"France Culture";"2013-06-08T07:05:30+01:00";"2013-06-08T07:59:58+01:00";"2013-06-08";"3268";"Le jardin des Lentillères : 1ère partie";"Terre à terre";"";"Première partie du reportage consacré à la création d'un jardin collectif de Dijon ""Les lentillères"", la réappropriation de terres agricoles par des habitants de la cité.";"Production propre";"Radio France, 2013 (Producteur)";"quartier|potager|jardinage|Dijon";"Stegassy, Ruth (Présentateur)|Stegassy, Ruth (Producteur)|Francis, Jean Christophe (Réalisateur)";"Magazine|Reportage";"";"0";""
"5680046_001";"France Culture";"2013-06-08T08:00:00+01:00";"2013-06-08T08:09:46+01:00";"2013-06-08";"586";"Journal 08h00 : émission du 08 juin 2013";"Journal 08h00";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Journal parlé";"";"0";""
"5680047_001";"France Culture";"2013-06-08T08:10:00+01:00";"2013-06-08T08:10:30+01:00";"2013-06-08";"30";"Interprogrammes : émission du 08 juin 2013";"Interprogrammes";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5680048_001";"France Culture";"2013-06-08T08:10:30+01:00";"2013-06-08T08:59:35+01:00";"2013-06-08";"2945";"Iran / Turquie : les journalistes ont-ils la bonne grille de lecture ?";"Le secret des sources";"";"Magazine présenté par Jean Marc FOUR qui s'entretient avec, Elisa MIGNOT, grand reporter au magazine Polka, Nasser ETEMADI, journaliste au service persan de RFI, Jérôme BASTION, correspondant permanent à Istanbul de plusieurs médias francophones dont RFI et   Marc SEMO, envoyé spécial à Istanbul du journal Libération, et avec Divine FRAU MEIGS, professeur en sciences de l'information à la Sorbonne, à propos du traitement journalistique des manifestations en Turquie et des prochaines élections en Iran.
Les propos des invités sont illustrés par de très courts extraits d'archives sonores et par les chroniques de Yassine BOUZAR et Eric CHAVEROU.";"Production propre";"Radio France, 2013 (Producteur)";"élection présidentielle|crise politique|candidat|politique intérieure|Iran|manifestation|révolte|Turquie";"Bastion, Jérôme (Participant)|Semo, Marc (Participant)|Frau Meigs, Divina (Participant)|Chaverou, Eric (Présentateur)|Abouchar, Vincent (Réalisateur)|Mignot, Elisa (Participant)|Four, Jean Marc (Présentateur)|Four, Jean Marc (Producteur)|Bouzar, Yassine (Présentateur)|Etemadi, Nacer (Participant)";"Magazine|Interview entretien";"";"0";""
"5680049_001";"France Culture";"2013-06-08T08:59:00+01:00";"2013-06-08T09:00:00+01:00";"2013-06-08";"60";"Interprogrammes : émission du 08 juin 2013";"Interprogrammes";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5680050_001";"France Culture";"2013-06-08T09:00:00+01:00";"2013-06-08T09:07:01+01:00";"2013-06-08";"421";"Journal 09h00 : émission du 08 juin 2013";"Journal 09h00";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Journal parlé";"";"0";""
"5680051_001";"France Culture";"2013-06-08T09:07:00+01:00";"2013-06-08T09:59:30+01:00";"2013-06-08";"3150";"François Furet, historien des Révolutions";"Répliques";"";"Débat à teneur philosophique animé par Alain FINKIELKRAUT. Aujourd'hui, il reçoit Vincent PEILLON, ministre de l'Education nationale du gouvernement Ayrault et Christophe PROCHASSON, historien et directeur d'études à l'Ecole des hautes études en sciences sociales (EHESS) pour évoquer l'oeuvre de François Furet, historien des Révolutions.";"Production propre";"Radio France, 2013 (Producteur)";"historien|Furet, François";"Peillon, Vincent (Participant)|Finkielkraut, Alain (Producteur)|Finkielkraut, Alain (Présentateur)|Prochasson, Christophe (Participant)";"Magazine|Débat";"";"0";""
"5680052_001";"France Culture";"2013-06-08T09:59:30+01:00";"2013-06-08T10:00:00+01:00";"2013-06-08";"30";"Interprogrammes : émission du 08 juin 2013";"Interprogrammes";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5680053_001";"France Culture";"2013-06-08T10:00:00+01:00";"2013-06-08T10:58:35+01:00";"2013-06-08";"3515";"L'identité nationale : à la recherche des origines";"Concordance des temps";"";"Jean Noël JEANNENEY s'entretient avec Sylvain VENAYRE, maître de conférences à la Sorbonne autour de la question des origines de notre nation et l'histoire de l'identité culturelle de la France à travers les écrits de différents historiens.";"Production propre";"Radio France, 2013 (Producteur)";"nation|identité culturelle";"Jeanneney, Jean Noël (Présentateur)|Jeanneney, Jean Noël (Producteur)|Molinier, Patrick (Réalisateur)|Venayre, Sylvain (Participant)";"Magazine|Interview entretien";"";"0";""
"5680054_001";"France Culture";"2013-06-08T10:59:00+01:00";"2013-06-08T11:00:00+01:00";"2013-06-08";"60";"Interprogrammes : émission du 08 juin 2013";"Interprogrammes";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5680055_001";"France Culture";"2013-06-08T11:00:00+01:00";"2013-06-08T11:59:23+01:00";"2013-06-08";"3563";"Le politique sociale en France et l'actualité économique de l'Allemagne";"L'économie en questions";"";"Dominique Rousset reçoit Guillaume Duval, rédacteur en chef du mensuel Alternatives Economiques, Pierre Concialdi, économiste, chercheur à l'Institut de recherches économiques et sociales (IRES) et membre du réseau d'alerte sur les inégalités, Philippe Askenazy, directeur de recherche au CNRS, et
Xavier Timbeau, directeur du Département Analyse et Prévision de l'OFCE, pour débattre des sujets suivants : les récentes réformes en matière de politique sociale en France (allocations familiales et les retraites) et la situation économique de l'Allemagne.";"Production propre";"Radio France, 2013 (Producteur)";"retraite|politique économique|République fédérale d'Allemagne|politique sociale|allocation familiale";"Duval, Guillaume (Participant)|David, Ghislaine (Réalisateur)|Rousset, Dominique (Présentateur)|Rousset, Dominique (Producteur)|Concialdi, Pierre (Participant)|Timbeau, Xavier (Participant)|Askenazy, Philippe (Participant)";"Magazine|Interview entretien";"";"0";""
"5680056_001";"France Culture";"2013-06-08T12:00:00+01:00";"2013-06-08T12:29:29+01:00";"2013-06-08";"1769";"Marisol Touraine";"Une fois pour toutes";"";"Dominique SOUCHIER reçoit Marisol TOURAINE, ministre des Affaires sociales et de la Santé à propos de l'actualité sociale : les réformes des retraites, des allocations familiales et du  numérus clausus des médecins";"Production propre";"Radio France, 2013 (Producteur)";"retraite|politique sociale|allocation familiale";"Souchier, Dominique (Présentateur)|Souchier, Dominique (Producteur)|Noël, Viviane (Réalisateur)|Touraine, Marisol (Participant)";"Interview entretien";"";"0";""
"5680057_001";"France Culture";"2013-06-08T12:29:00+01:00";"2013-06-08T12:30:00+01:00";"2013-06-08";"60";"Interprogrammes : émission du 08 juin 2013";"Interprogrammes";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
"5680058_001";"France Culture";"2013-06-08T12:30:00+01:00";"2013-06-08T12:44:28+01:00";"2013-06-08";"868";"Journal 12h30 : émission du 08 juin 2013";"Journal 12h30";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Journal parlé";"";"0";""
"5680059_001";"France Culture";"2013-06-08T12:45:00+01:00";"2013-06-08T12:45:30+01:00";"2013-06-08";"30";"Interprogrammes : émission du 08 juin 2013";"Interprogrammes";"";"";"Production propre";"Radio France, 2013 (Producteur)";"";"";"Interprogrammes";"";"0";""
