Identifiant;Chaine;startDate;DureeSecondes;TitreSujet;TitreEmission;TitreCollection;TitreTrancheHoraire;Chapeau;Descripteurs;Generique
"5662126_001_007";"France Info";"2013-06-08T12:04:33+01:00";"16";"Etats-Unis : Une fusillade a fait plusieurs morts hier";"Journal 12h00 : émission du 08 juin 2013";"Journal 12h00";"";"";"";""
"5662126_001_008";"France Info";"2013-06-08T12:04:49+01:00";"17";"Rugby. Test match. Résultats";"Journal 12h00 : émission du 08 juin 2013";"Journal 12h00";"";"";"";""
"5662126_001_009";"France Info";"2013-06-08T12:05:06+01:00";"93";"Cyclisme. Critérium du Dauphiné. Etape à venir";"Journal 12h00 : émission du 08 juin 2013";"Journal 12h00";"";"";"";""
"5662126_001_010";"France Info";"2013-06-08T12:06:39+01:00";"16";"Tennis. Roland Garros. A venir";"Journal 12h00 : émission du 08 juin 2013";"Journal 12h00";"";"";"";""
"5662126_001_011";"France Info";"2013-06-08T12:06:55+01:00";"73";"Evènement d'antenne";"Journal 12h00 : émission du 08 juin 2013";"Journal 12h00";"";"";"";""
"5662127_001_001";"France Info";"2013-06-08T12:08:08+01:00";"142";"Tennis. Roland Garros. Jo-Wilfried Tsonga a perdu en demi-finale";"Tranche 12h10/12h30 : émission du 08 juin 2013";"";"Tranche 12h10/12h30";"";"";""
"5662127_001_002";"France Info";"2013-06-08T12:10:30+01:00";"188";"Question d'argent - Patrick Lelong. La question de Jean-Louis";"Tranche 12h10/12h30 : émission du 08 juin 2013";"";"Tranche 12h10/12h30";"";"";""
"5662127_001_003";"France Info";"2013-06-08T12:13:38+01:00";"101";"Question d'argent - Patrick Lelong. La question de Jean";"Tranche 12h10/12h30 : émission du 08 juin 2013";"";"Tranche 12h10/12h30";"";"";""
"5662127_001_004";"France Info";"2013-06-08T12:15:19+01:00";"52";"Evènement d'antenne";"Tranche 12h10/12h30 : émission du 08 juin 2013";"";"Tranche 12h10/12h30";"";"";""
"5662127_001_005";"France Info";"2013-06-08T12:16:11+01:00";"68";"Le rappel des titres";"Tranche 12h10/12h30 : émission du 08 juin 2013";"";"Tranche 12h10/12h30";"";"";""
"5662127_001_006";"France Info";"2013-06-08T12:17:19+01:00";"192";"Afrique du Sud : Nouvelle hospitalisation de Nelson Mandela";"Tranche 12h10/12h30 : émission du 08 juin 2013";"";"Tranche 12h10/12h30";"";"";""
"5662127_001_007";"France Info";"2013-06-08T12:20:31+01:00";"84";"Chronique des libraires - Valérie Expert";"Tranche 12h10/12h30 : émission du 08 juin 2013";"";"Tranche 12h10/12h30";"";"";""
"5662127_001_008";"France Info";"2013-06-08T12:21:55+01:00";"136";"Chronique des libraires - Valérie Expert";"Tranche 12h10/12h30 : émission du 08 juin 2013";"";"Tranche 12h10/12h30";"";"";""
"5662127_001_009";"France Info";"2013-06-08T12:24:11+01:00";"87";"Chronique des libraires - Valérie Expert";"Tranche 12h10/12h30 : émission du 08 juin 2013";"";"Tranche 12h10/12h30";"";"";""
"5662127_001_010";"France Info";"2013-06-08T12:25:38+01:00";"85";"Chronique des libraires - Valérie Expert";"Tranche 12h10/12h30 : émission du 08 juin 2013";"";"Tranche 12h10/12h30";"";"";""
"5662127_001_011";"France Info";"2013-06-08T12:27:03+01:00";"55";"Evènement d'antenne";"Tranche 12h10/12h30 : émission du 08 juin 2013";"";"Tranche 12h10/12h30";"";"";""
"5662127_001_012";"France Info";"2013-06-08T12:27:58+01:00";"55";"L'actualité en direct des régions - Bretagne";"Tranche 12h10/12h30 : émission du 08 juin 2013";"";"Tranche 12h10/12h30";"";"";""
"5662127_001_013";"France Info";"2013-06-08T12:28:53+01:00";"59";"L'actualité en direct des régions - Belfort";"Tranche 12h10/12h30 : émission du 08 juin 2013";"";"Tranche 12h10/12h30";"";"";""
"5662128_001_001";"France Info";"2013-06-08T12:30:16+01:00";"86";"Selon Les Echos, Michelin devrait supprimer plusieurs centaines de postes en";"Journal 12h30 : émission du 08 juin 2013";"Journal 12h30";"";"";"";""
"5662128_001_002";"France Info";"2013-06-08T12:31:42+01:00";"26";"Le rapport Moreau sur l'avenir des retraites ";"Journal 12h30 : émission du 08 juin 2013";"Journal 12h30";"";"";"";""
"5662128_001_003";"France Info";"2013-06-08T12:32:08+01:00";"21";"Près de la moitié des jeunes de moins de 25 ans estime qu'ils ne pourront";"Journal 12h30 : émission du 08 juin 2013";"Journal 12h30";"";"";"";""
"5662128_001_004";"France Info";"2013-06-08T12:32:29+01:00";"29";"Mort de Clément Méric : Retour sur l'enquête";"Journal 12h30 : émission du 08 juin 2013";"Journal 12h30";"";"";"";""
"5662128_001_005";"France Info";"2013-06-08T12:32:58+01:00";"85";"Mariage pour tous : Le maire basque Jean-Michel Colo refuse de marier les";"Journal 12h30 : émission du 08 juin 2013";"Journal 12h30";"";"";"";""
"5662128_001_006";"France Info";"2013-06-08T12:34:23+01:00";"30";"Un Airbus A320 en provenance de Bucarest a effectué un atterrissage d' urgence";"Journal 12h30 : émission du 08 juin 2013";"Journal 12h30";"";"";"";""
"5662128_001_007";"France Info";"2013-06-08T12:34:53+01:00";"14";"Hongrie : Inondations";"Journal 12h30 : émission du 08 juin 2013";"Journal 12h30";"";"";"";""
"5662128_001_008";"France Info";"2013-06-08T12:35:07+01:00";"20";"Allemagne : Menaces d'inondations";"Journal 12h30 : émission du 08 juin 2013";"Journal 12h30";"";"";"";""
"5662128_001_009";"France Info";"2013-06-08T12:35:27+01:00";"65";"Afrique du Sud : Nouvelle hospitalisation de Nelson Mandela";"Journal 12h30 : émission du 08 juin 2013";"Journal 12h30";"";"";"";""
"5662128_001_010";"France Info";"2013-06-08T12:36:32+01:00";"13";"Rugby. Test match. Résultats";"Journal 12h30 : émission du 08 juin 2013";"Journal 12h30";"";"";"";""
"5662128_001_011";"France Info";"2013-06-08T12:36:45+01:00";"69";"Tennis. Roland Garros. A venir. 12:37:02 Interview entraineur Serena Williams";"Journal 12h30 : émission du 08 juin 2013";"Journal 12h30";"";"";"";""
"5662128_001_012";"France Info";"2013-06-08T12:37:54+01:00";"36";"Football. Nouvel entraineur à Ajaccio";"Journal 12h30 : émission du 08 juin 2013";"Journal 12h30";"";"";"";""
"5662128_001_013";"France Info";"2013-06-08T12:38:30+01:00";"78";"Evènement d'antenne";"Journal 12h30 : émission du 08 juin 2013";"Journal 12h30";"";"";"";""
"5662129_001_001";"France Info";"2013-06-08T12:39:45+01:00";"144";"Cyclisme. Critérium du Dauphiné. 12:40:02 Commentaire en direct Fabrice";"Tranche 12h40/13h00 : émission du 08 juin 2013";"";"Tranche 12h40/13h00";"";"";""
"5662129_001_002";"France Info";"2013-06-08T12:42:09+01:00";"191";"A toute saveur - Laurent Mariotte. La fève";"Tranche 12h40/13h00 : émission du 08 juin 2013";"";"Tranche 12h40/13h00";"";"";""
"5662129_001_003";"France Info";"2013-06-08T12:45:20+01:00";"90";"Le rappel des titres";"Tranche 12h40/13h00 : émission du 08 juin 2013";"";"Tranche 12h40/13h00";"";"";""
"5662129_001_004";"France Info";"2013-06-08T12:46:50+01:00";"179";"Affaire Clament Méric : Le Parquet de Paris a ouvert une information judiciaire";"Tranche 12h40/13h00 : émission du 08 juin 2013";"";"Tranche 12h40/13h00";"";"";""
"5662129_001_005";"France Info";"2013-06-08T12:49:49+01:00";"61";"La semaine des médias - Anne Orenstein. Michel Denisot annonce qu'il quitte la";"Tranche 12h40/13h00 : émission du 08 juin 2013";"";"Tranche 12h40/13h00";"";"";""
"5662129_001_006";"France Info";"2013-06-08T12:50:50+01:00";"32";"La semaine des médias - Les journalistes des Echos se sont mises en grève de";"Tranche 12h40/13h00 : émission du 08 juin 2013";"";"Tranche 12h40/13h00";"";"";""
"5662129_001_007";"France Info";"2013-06-08T12:51:22+01:00";"431";"La semaine des médias - Les réseaux sociaux prennent le relais des médias en";"Tranche 12h40/13h00 : émission du 08 juin 2013";"";"Tranche 12h40/13h00";"";"";""
"5662129_001_008";"France Info";"2013-06-08T12:58:33+01:00";"65";"L'actualité en direct de régions - Marseille";"Tranche 12h40/13h00 : émission du 08 juin 2013";"";"Tranche 12h40/13h00";"";"";""
"5662129_001_009";"France Info";"2013-06-08T12:59:38+01:00";"53";"L'actualité en direct de régions - Aube";"Tranche 12h40/13h00 : émission du 08 juin 2013";"";"Tranche 12h40/13h00";"";"";""
"5662130_001_001";"France Info";"2013-06-08T13:00:42+01:00";"66";"Trois jours après la mort de Clément Méric Jean-Marc Ayrault lance une";"Journal 13h00 : émission du 08 juin 2013";"Journal 13h00";"";"";"";""
"5662130_001_002";"France Info";"2013-06-08T13:01:48+01:00";"39";"A la suite d'une erreur de conditionnement certains lots d'un médicament contre";"Journal 13h00 : émission du 08 juin 2013";"Journal 13h00";"";"";"";""
"5662130_001_003";"France Info";"2013-06-08T13:02:27+01:00";"69";"Annonce de suppression de postes chez Michelin";"Journal 13h00 : émission du 08 juin 2013";"Journal 13h00";"";"";"";""
"5662130_001_004";"France Info";"2013-06-08T13:03:36+01:00";"70";"Afrique du sud / Inquiétude sur l'état de santé de Nelson Mandela";"Journal 13h00 : émission du 08 juin 2013";"Journal 13h00";"";"";"";""
"5662130_001_005";"France Info";"2013-06-08T13:04:46+01:00";"23";"Europe de l'est / Poursuite des inondations";"Journal 13h00 : émission du 08 juin 2013";"Journal 13h00";"";"";"";""
"5662130_001_006";"France Info";"2013-06-08T13:05:09+01:00";"80";"Syrie / Bombardements massifs. Poursuite des combats";"Journal 13h00 : émission du 08 juin 2013";"Journal 13h00";"";"";"";""
"5662130_001_007";"France Info";"2013-06-08T13:06:29+01:00";"16";"Turquie / Poursuite du mouvement de contestation malgré le geste d' apaisement";"Journal 13h00 : émission du 08 juin 2013";"Journal 13h00";"";"";"";""
"5662130_001_008";"France Info";"2013-06-08T13:06:45+01:00";"12";"Atterrissage d'urgence ce matin pour un Airbus A320 sur l'aéroport de Rome";"Journal 13h00 : émission du 08 juin 2013";"Journal 13h00";"";"";"";""
"5662130_001_009";"France Info";"2013-06-08T13:06:57+01:00";"27";"Fin de la visite d'état de François Hollande au Japon";"Journal 13h00 : émission du 08 juin 2013";"Journal 13h00";"";"";"";""
"5662130_001_010";"France Info";"2013-06-08T13:07:24+01:00";"66";"Voile / Départ de la 2ème étape de la Solitaire du Figaro";"Journal 13h00 : émission du 08 juin 2013";"Journal 13h00";"";"";"";""
"5662130_001_011";"France Info";"2013-06-08T13:08:30+01:00";"9";"Rugby / Défaite du XV de France face à la Nouvelle Zélande";"Journal 13h00 : émission du 08 juin 2013";"Journal 13h00";"";"";"";""
"5662130_001_012";"France Info";"2013-06-08T13:08:39+01:00";"12";"Cyclisme / A suivre la 7ème étape, la montée de l'Alpes d'Huez";"Journal 13h00 : émission du 08 juin 2013";"Journal 13h00";"";"";"";""
"5662130_001_013";"France Info";"2013-06-08T13:08:51+01:00";"12";"Tennis / A suivre ce samedi la finale dames de Roland Garros";"Journal 13h00 : émission du 08 juin 2013";"Journal 13h00";"";"";"";""
"5662131_001_001";"France Info";"2013-06-08T13:09:07+01:00";"75";"Evénement d'antenne";"Tranche 13h10/13h30 : émission du 08 juin 2013";"";"Tranche 13h10/13h30";"";"";""
"5662131_001_002";"France Info";"2013-06-08T13:10:22+01:00";"141";"Cyclisme - Fabrice Rigobert / En direct de la 7ème étape";"Tranche 13h10/13h30 : émission du 08 juin 2013";"";"Tranche 13h10/13h30";"";"";""
"5662131_001_003";"France Info";"2013-06-08T13:12:43+01:00";"156";"Le livre du jour - Philippe Valet / Interview José Frèches ""Moi Confucius"" chez";"Tranche 13h10/13h30 : émission du 08 juin 2013";"";"Tranche 13h10/13h30";"";"";""
"5662131_001_004";"France Info";"2013-06-08T13:15:19+01:00";"59";"Evénement d'antenne";"Tranche 13h10/13h30 : émission du 08 juin 2013";"";"Tranche 13h10/13h30";"";"";""
"5662131_001_005";"France Info";"2013-06-08T13:16:18+01:00";"52";"Evénement d'antenne";"Tranche 13h10/13h30 : émission du 08 juin 2013";"";"Tranche 13h10/13h30";"";"";""
"5662131_001_006";"France Info";"2013-06-08T13:17:10+01:00";"468";"Patron chef d'entreprise - Olivier Delagarde & Isabelle Chaillou / Invité";"Tranche 13h10/13h30 : émission du 08 juin 2013";"";"Tranche 13h10/13h30";"";"";""
"5662131_001_007";"France Info";"2013-06-08T13:24:58+01:00";"156";"Les aventuriers - Régis Picart / Interview Pierre Ballester qui raconte ses";"Tranche 13h10/13h30 : émission du 08 juin 2013";"";"Tranche 13h10/13h30";"";"";""
"5662131_001_008";"France Info";"2013-06-08T13:27:34+01:00";"25";"Evénement d'antenne";"Tranche 13h10/13h30 : émission du 08 juin 2013";"";"Tranche 13h10/13h30";"";"";""
"5662131_001_009";"France Info";"2013-06-08T13:27:59+01:00";"73";"L'actualité en direct des régions à Lille / Cette semaine était organisée la";"Tranche 13h10/13h30 : émission du 08 juin 2013";"";"Tranche 13h10/13h30";"";"";""
"5662131_001_010";"France Info";"2013-06-08T13:29:12+01:00";"57";"L'actualité en direct des régions à Limoges / En Corrèze quatre villages ont";"Tranche 13h10/13h30 : émission du 08 juin 2013";"";"Tranche 13h10/13h30";"";"";""
"5662132_001_001";"France Info";"2013-06-08T13:30:20+01:00";"98";"Turquie / Poursuite du mouvement de contestation malgré le geste d' apaisement";"Journal 13h30 : émission du 08 juin 2013";"Journal 13h30";"";"";"";""
"5662132_001_002";"France Info";"2013-06-08T13:31:58+01:00";"21";"Afrique du sud / Inquiétude sur l'état de santé de Nelson Mandela";"Journal 13h30 : émission du 08 juin 2013";"Journal 13h30";"";"";"";""
"5662132_001_003";"France Info";"2013-06-08T13:32:19+01:00";"70";"Annonce de suppression de postes chez Michelin";"Journal 13h30 : émission du 08 juin 2013";"Journal 13h30";"";"";"";""
"5662132_001_004";"France Info";"2013-06-08T13:33:29+01:00";"17";"Fin de la visite d'état de François Hollande au Japon";"Journal 13h30 : émission du 08 juin 2013";"Journal 13h30";"";"";"";""
"5662132_001_005";"France Info";"2013-06-08T13:33:46+01:00";"33";"Trois jours après la mort de Clément Méric Jean-Marc Ayrault lance une";"Journal 13h30 : émission du 08 juin 2013";"Journal 13h30";"";"";"";""
"5662132_001_006";"France Info";"2013-06-08T13:34:19+01:00";"10";"La cathédrale Saint Pierre de Nantes vandalisée cette nuit";"Journal 13h30 : émission du 08 juin 2013";"Journal 13h30";"";"";"";""
"5662132_001_007";"France Info";"2013-06-08T13:34:29+01:00";"81";"Cyclisme / A suivre la 7ème étape, la montée de l'Alpes d'Huez";"Journal 13h30 : émission du 08 juin 2013";"Journal 13h30";"";"";"";""
"5662132_001_008";"France Info";"2013-06-08T13:35:50+01:00";"18";"Tennis / A suivre ce samedi la finale dames de Roland Garros";"Journal 13h30 : émission du 08 juin 2013";"Journal 13h30";"";"";"";""
"5662133_001_001";"France Info";"2013-06-08T13:37:04+01:00";"17";"Evénement d'antenne";"Tranche 13h40/14h00 : émission du 08 juin 2013";"";"Tranche 13h40/14h00";"";"";""
"5662133_001_002";"France Info";"2013-06-08T13:37:21+01:00";"135";"Formule 1 - Patrick Rivas / A suivre les séances d'essai qualificatifs du grand";"Tranche 13h40/14h00 : émission du 08 juin 2013";"";"Tranche 13h40/14h00";"";"";""
"5662133_001_003";"France Info";"2013-06-08T13:39:36+01:00";"168";"Actualité - Elodie Gueguen / Trois jours après la mort de Clément Méric le";"Tranche 13h40/14h00 : émission du 08 juin 2013";"";"Tranche 13h40/14h00";"";"";""
"5662133_001_004";"France Info";"2013-06-08T13:42:24+01:00";"152";"Les unes pour les autres - Nicolas Stoufflet / Interview Michel Masson";"Tranche 13h40/14h00 : émission du 08 juin 2013";"";"Tranche 13h40/14h00";"";"";""
"5662133_001_005";"France Info";"2013-06-08T13:44:56+01:00";"45";"Evénement d'antenne";"Tranche 13h40/14h00 : émission du 08 juin 2013";"";"Tranche 13h40/14h00";"";"";""
"5662133_001_006";"France Info";"2013-06-08T13:45:41+01:00";"63";"Evénement d'antenne";"Tranche 13h40/14h00 : émission du 08 juin 2013";"";"Tranche 13h40/14h00";"";"";""
"5662133_001_007";"France Info";"2013-06-08T13:46:44+01:00";"273";"France Info junior - Gilles Allais / A suivre ce samedi la finale dames de";"Tranche 13h40/14h00 : émission du 08 juin 2013";"";"Tranche 13h40/14h00";"";"";""
"5662133_001_008";"France Info";"2013-06-08T13:51:17+01:00";"261";"Cyclisme - Fabrice Rigobert / En direct de la 7ème étape";"Tranche 13h40/14h00 : émission du 08 juin 2013";"";"Tranche 13h40/14h00";"";"";""
"5662133_001_009";"France Info";"2013-06-08T13:55:38+01:00";"164";"Le journal de la montagne - Marie Ameline / Quelle forme aura le Mont Blanc";"Tranche 13h40/14h00 : émission du 08 juin 2013";"";"Tranche 13h40/14h00";"";"";""
"5662133_001_010";"France Info";"2013-06-08T13:58:22+01:00";"68";"L'actualité en direct des régions à Bayonne / La ville de Mauleon aux couleurs";"Tranche 13h40/14h00 : émission du 08 juin 2013";"";"Tranche 13h40/14h00";"";"";""
"5662133_001_011";"France Info";"2013-06-08T13:59:30+01:00";"48";"L'actualité en direct des régions à Chambéry / Cette semaine s'est tenu à";"Tranche 13h40/14h00 : émission du 08 juin 2013";"";"Tranche 13h40/14h00";"";"";""
"5662136_001_001";"France Info";"2013-06-08T14:38:02+01:00";"167";"Cyclisme - Dauphiné en Isère -  14:38:14 Reportage de Fabrice Rigobert";"Tranche 14h40/15h00 : émission du 08 juin 2013";"";"Tranche 14h40/15h00";"";"";""
"5662136_001_002";"France Info";"2013-06-08T14:40:49+01:00";"148";"Affaire du meurtre du militant d'extrême gauche Clément Méric ";"Tranche 14h40/15h00 : émission du 08 juin 2013";"";"Tranche 14h40/15h00";"";"";""
"5662136_001_003";"France Info";"2013-06-08T14:43:17+01:00";"165";"Kiosque d'info - Jean-Christophe Bourdillat";"Tranche 14h40/15h00 : émission du 08 juin 2013";"";"Tranche 14h40/15h00";"";"";""
"5662136_001_004";"France Info";"2013-06-08T14:46:02+01:00";"84";"Titres";"Tranche 14h40/15h00 : émission du 08 juin 2013";"";"Tranche 14h40/15h00";"";"";""
"5662136_001_005";"France Info";"2013-06-08T14:47:26+01:00";"190";"Cyclisme - Dauphiné Libéré - Fabrice Rigobert";"Tranche 14h40/15h00 : émission du 08 juin 2013";"";"Tranche 14h40/15h00";"";"";""
"5662136_001_006";"France Info";"2013-06-08T14:50:36+01:00";"408";"A livre ouvert - Valérie Expert. Experts ";"Tranche 14h40/15h00 : émission du 08 juin 2013";"";"Tranche 14h40/15h00";"";"";""
"5662136_001_007";"France Info";"2013-06-08T14:57:24+01:00";"48";"Evènements d'antenne";"Tranche 14h40/15h00 : émission du 08 juin 2013";"";"Tranche 14h40/15h00";"";"";""
"5662136_001_008";"France Info";"2013-06-08T14:58:12+01:00";"64";"En direct des régions - Marseille : l'histoire d'une des trois expositions du";"Tranche 14h40/15h00 : émission du 08 juin 2013";"";"Tranche 14h40/15h00";"";"";""
"5662136_001_009";"France Info";"2013-06-08T14:59:16+01:00";"63";"En direct des régions - Festival du film romantique de Cabourg";"Tranche 14h40/15h00 : émission du 08 juin 2013";"";"Tranche 14h40/15h00";"";"";""
"5662138_001_001";"France Info";"2013-06-08T15:07:01+01:00";"205";"Tennis - Roland-Garros - Finale féminine - Maria Sharapova rencontre Serena";"Tranche 15h10/15h30 : émission du 08 juin 2013";"";"Tranche 15h10/15h30";"";"";""
"5662138_001_002";"France Info";"2013-06-08T15:10:26+01:00";"15";"Evénement d'antenne";"Tranche 15h10/15h30 : émission du 08 juin 2013";"";"Tranche 15h10/15h30";"";"";""
"5662138_001_003";"France Info";"2013-06-08T15:10:41+01:00";"158";"Mali - Des organisations dénoncent des violations des droits de l'homme au";"Tranche 15h10/15h30 : émission du 08 juin 2013";"";"Tranche 15h10/15h30";"";"";""
"5662138_001_004";"France Info";"2013-06-08T15:13:19+01:00";"150";"Les uns pour les autres - Nicolas Stoufflet - Michel Masson";"Tranche 15h10/15h30 : émission du 08 juin 2013";"";"Tranche 15h10/15h30";"";"";""
"5662138_001_005";"France Info";"2013-06-08T15:15:49+01:00";"69";"Rappel des titres";"Tranche 15h10/15h30 : émission du 08 juin 2013";"";"Tranche 15h10/15h30";"";"";""
"5662138_001_006";"France Info";"2013-06-08T15:16:58+01:00";"138";"Afrique du Sud - La santé de Nelson Mandela";"Tranche 15h10/15h30 : émission du 08 juin 2013";"";"Tranche 15h10/15h30";"";"";""
"5662138_001_007";"France Info";"2013-06-08T15:19:16+01:00";"14";"Evénement d'antenne";"Tranche 15h10/15h30 : émission du 08 juin 2013";"";"Tranche 15h10/15h30";"";"";""
"5662138_001_008";"France Info";"2013-06-08T15:19:30+01:00";"115";"Photos, photographes - Pascal Delannoy - Johnny Hallyday va fêter ses 70 ans à";"Tranche 15h10/15h30 : émission du 08 juin 2013";"";"Tranche 15h10/15h30";"";"";""
"5662138_001_009";"France Info";"2013-06-08T15:21:25+01:00";"14";"Evénement d'antenne";"Tranche 15h10/15h30 : émission du 08 juin 2013";"";"Tranche 15h10/15h30";"";"";""
"5662138_001_010";"France Info";"2013-06-08T15:21:39+01:00";"157";"Les Aventuriers - Régis Picart - La forêt amazonienne est accessible en pirogue";"Tranche 15h10/15h30 : émission du 08 juin 2013";"";"Tranche 15h10/15h30";"";"";""
"5662138_001_011";"France Info";"2013-06-08T15:24:16+01:00";"9";"Evénement d'antenne";"Tranche 15h10/15h30 : émission du 08 juin 2013";"";"Tranche 15h10/15h30";"";"";""
"5662138_001_012";"France Info";"2013-06-08T15:24:25+01:00";"147";"Savoir être - Claude Halmos - Lucie, auditrice";"Tranche 15h10/15h30 : émission du 08 juin 2013";"";"Tranche 15h10/15h30";"";"";""
"5662138_001_013";"France Info";"2013-06-08T15:26:52+01:00";"67";"Tennis - Roland-Garros - Finale féminine - Maria Sharapova rencontre Serena";"Tranche 15h10/15h30 : émission du 08 juin 2013";"";"Tranche 15h10/15h30";"";"";""
"5662138_001_014";"France Info";"2013-06-08T15:27:59+01:00";"22";"Evénement d'antenne";"Tranche 15h10/15h30 : émission du 08 juin 2013";"";"Tranche 15h10/15h30";"";"";""
"5662138_001_015";"France Info";"2013-06-08T15:28:21+01:00";"60";"Actualité des régions - Midi-Pyrénées - Des tableaux du peintre Yves Brayer";"Tranche 15h10/15h30 : émission du 08 juin 2013";"";"Tranche 15h10/15h30";"";"";""
"5662138_001_016";"France Info";"2013-06-08T15:29:21+01:00";"54";"Actualité des régions - L'Université de Lorraine et le CNRS inaugurent";"Tranche 15h10/15h30 : émission du 08 juin 2013";"";"Tranche 15h10/15h30";"";"";""
"5662140_001_001";"France Info";"2013-06-08T15:36:23+01:00";"60";"Météo";"Tranche 15h40/16h00 : émission du 08 juin 2013";"";"Tranche 15h40/16h00";"";"";""
"5662140_001_002";"France Info";"2013-06-08T15:37:23+01:00";"167";"Roland Garros - Finale dame Williams / Sharapova";"Tranche 15h40/16h00 : émission du 08 juin 2013";"";"Tranche 15h40/16h00";"";"";""
"5662140_001_003";"France Info";"2013-06-08T15:40:10+01:00";"140";"Les anciens salariés Moulinex attaquent en justice Seb qui aurait du les";"Tranche 15h40/16h00 : émission du 08 juin 2013";"";"Tranche 15h40/16h00";"";"";""
"5662140_001_004";"France Info";"2013-06-08T15:42:30+01:00";"181";"Français du monde - Emmanuel Langlois : Aurélien Bruler (ph) a créé à Borneo";"Tranche 15h40/16h00 : émission du 08 juin 2013";"";"Tranche 15h40/16h00";"";"";""
"5662140_001_005";"France Info";"2013-06-08T15:45:31+01:00";"61";"Evènements d'antenne";"Tranche 15h40/16h00 : émission du 08 juin 2013";"";"Tranche 15h40/16h00";"";"";""
"5662140_001_006";"France Info";"2013-06-08T15:46:32+01:00";"153";"Mort de Clément Méric - Le gouvernement va engager immédiatement une procédure";"Tranche 15h40/16h00 : émission du 08 juin 2013";"";"Tranche 15h40/16h00";"";"";""
"5662140_001_007";"France Info";"2013-06-08T15:49:05+01:00";"247";"Sans préjugés - Sandrine Chesnel : Les services de ressources humaines se";"Tranche 15h40/16h00 : émission du 08 juin 2013";"";"Tranche 15h40/16h00";"";"";""
"5662140_001_008";"France Info";"2013-06-08T15:53:12+01:00";"168";"Du coté des étoiles - Marie-Odile Monchicourt ";"Tranche 15h40/16h00 : émission du 08 juin 2013";"";"Tranche 15h40/16h00";"";"";""
"5662140_001_009";"France Info";"2013-06-08T15:56:00+01:00";"110";"Roland Garros - Finale dame Williams / Sharapova";"Tranche 15h40/16h00 : émission du 08 juin 2013";"";"Tranche 15h40/16h00";"";"";""
"5662140_001_010";"France Info";"2013-06-08T15:57:50+01:00";"73";"L'histoire de la semaine en Ile de France - Une centaine de chanteurs ont";"Tranche 15h40/16h00 : émission du 08 juin 2013";"";"Tranche 15h40/16h00";"";"";""
"5662140_001_011";"France Info";"2013-06-08T15:59:03+01:00";"66";"Les habitants du quartier de Mireuil à la Rochelle n'en peuvent plus des";"Tranche 15h40/16h00 : émission du 08 juin 2013";"";"Tranche 15h40/16h00";"";"";""
"5662142_001_001";"France Info";"2013-06-08T16:07:00+01:00";"70";"Météo";"Tranche 16h10/16h30 : émission du 08 juin 2013";"";"Tranche 16h10/16h30";"";"";""
"5662142_001_002";"France Info";"2013-06-08T16:08:10+01:00";"175";"Tennis : Roland-Garros :  finale dames : Serena Williams affronte Sharapova";"Tranche 16h10/16h30 : émission du 08 juin 2013";"";"Tranche 16h10/16h30";"";"";""
"5662142_001_003";"France Info";"2013-06-08T16:11:05+01:00";"137";"Les studios de la SFP à Brie sur Marne vont être vendus par Euro Media Group";"Tranche 16h10/16h30 : émission du 08 juin 2013";"";"Tranche 16h10/16h30";"";"";""
"5662142_001_004";"France Info";"2013-06-08T16:13:22+01:00";"172";"Le livre du jour par Philippe Vallet : La confession d'un sage et d'un";"Tranche 16h10/16h30 : émission du 08 juin 2013";"";"Tranche 16h10/16h30";"";"";""
"5662142_001_005";"France Info";"2013-06-08T16:16:14+01:00";"47";"Titres";"Tranche 16h10/16h30 : émission du 08 juin 2013";"";"Tranche 16h10/16h30";"";"";""
"5662142_001_006";"France Info";"2013-06-08T16:17:01+01:00";"148";"En Afrique du Sud Nelson Mandela est de nouveau hospitalisé";"Tranche 16h10/16h30 : émission du 08 juin 2013";"";"Tranche 16h10/16h30";"";"";""
"5662142_001_007";"France Info";"2013-06-08T16:19:29+01:00";"264";"France info juniors : les questions des enfants sur le parcours des enfants se";"Tranche 16h10/16h30 : émission du 08 juin 2013";"";"Tranche 16h10/16h30";"";"";""
"5662142_001_008";"France Info";"2013-06-08T16:23:53+01:00";"153";"La municipalité de Lorient s'engage pour une alimentation collective de qualité";"Tranche 16h10/16h30 : émission du 08 juin 2013";"";"Tranche 16h10/16h30";"";"";""
"5662142_001_009";"France Info";"2013-06-08T16:26:26+01:00";"80";"Tennis : Roland-Garros :  finale dames : Serena Williams affronte Sharapova";"Tranche 16h10/16h30 : émission du 08 juin 2013";"";"Tranche 16h10/16h30";"";"";""
"5662142_001_010";"France Info";"2013-06-08T16:27:46+01:00";"150";"Tendance classique de Gérard Courchelle ";"Tranche 16h10/16h30 : émission du 08 juin 2013";"";"Tranche 16h10/16h30";"";"";""
"5662144_001_001";"France Info";"2013-06-08T16:37:03+01:00";"183";"Tennis : Roland-Garros :  finale dames : Serena Williams affronte Sharapova";"Tranche 16h40/17h00 : émission du 08 juin 2013";"";"Tranche 16h40/17h00";"";"";""
"5662144_001_002";"France Info";"2013-06-08T16:40:06+01:00";"179";"Des exactions sont dénoncées au Mali par les organisations des droits de l'";"Tranche 16h40/17h00 : émission du 08 juin 2013";"";"Tranche 16h40/17h00";"";"";""
