Identifiant;Chaine;startDate;endDate;referenceDate;DureeSecondes;TitreEmission;TitreCollection;TitreTrancheHoraire;Chapeau;NatureProduction;Producteurs;Descripteurs;Generiques;Genres;Thematique;IdentifiantMediametrie;IdentifiantImedia
"404192_105";"France 24";"2013-06-08T19:00:14+01:00";"2013-06-08T19:04:41+01:00";"2013-06-08";"267";"Le journal : [émission du 08 juin 2013]";"Le journal";"";"";"Production propre";"France 24, 2013 (Producteur)";"";"Fanciulli, Julien (Présentateur)";"Journal télévisé";"";"0";"52998427"
"404192_106";"France 24";"2013-06-08T19:04:39+01:00";"2013-06-08T21:00:09+01:00";"2013-06-08";"6930";"Harcèlement, le mal égyptien";"Edition spéciale";"";"Emission spéciale présentée par Valérie FAYOLLE consacrée au violences sexuelles subies par les femmes en Egypte. Après la diffusion d'un reportage de Sonia DRIDI, elle anime un débat entre Claude GUIBAL, grand reporter à France culture, Dalia HASSAN, activiste et membre du parti El Dostour, Robert SOLE, écrivain d'origine égyptienne, et Sonia DRIDI, journaliste, sur le thème du harcèlement sexuel dont sont victimes quotidiennement les femmes en Egypte.";"Production propre";"France 24, 2013 (Producteur)";"harcèlement sexuel|condition féminine|Egypte|femme|société|violence";"Sole, Robert (Participant)|Guibal, Claude (Participant)|Fayolle, Valérie (Présentateur)|Hassan, Dalia (Participant)|Dridi, Sonia (Participant)";"Magazine|Reportage";"";"0";"52998428"
"404192_113";"France 24";"2013-06-08T20:00:15+01:00";"2013-06-08T20:03:18+01:00";"2013-06-08";"183";"Le journal : [émission du 08 juin 2013]";"Le journal";"";"";"Production propre";"France 24, 2013 (Producteur)";"";"Fanciulli, Julien (Présentateur)";"Journal télévisé";"";"0";"52998435"
"404192_179";"France 24";"2013-06-08T20:04:00+01:00";"2013-06-08T20:59:52+01:00";"2013-06-08";"3352";"Aliaa, la révolutionnaire nue";"Edition spéciale";"";"Documentaire consacré à Aliaa Elmahdy, jeune égyptienne de 21 ans devenue célèbre après avoir publié, en 2011, une photo d'elle nue sur internet pour braver les interdits de la société dans son pays. Depuis, elle est menacée de mort par les islamistes et vit en exil en Suède où elle continue de lutter pour la liberté des femmes.   
Le commentaire sur images factuelles, images d'archives, images de caméra cachée et images amateur alterne avec des interviews.";"Coproduction";"Arte GEIE (Association relative aux télévisions européennes), 2013 (Producteur)|La Chaine Parlementaire- Assemblée Nationale, 2013 (Producteur)|Premières Lignes Télévision, 2013 (Producteur)";"Egypte|militant|Ibrahim, Samira|islam|liberté d'expression|féminisme|droits de la femme";"Lebdi, Safia (Participant)|Saadawi, Nawal (Participant)|Toury, Pierre (Réalisateur)|Hammouche, Sid Ahmed (Auteur de l'idée originale)|Vallélian, Patrick (Auteur de l'idée originale)";"Documentaire";"";"";""
"404192_117";"France 24";"2013-06-08T20:30:00+01:00";"2013-06-08T20:40:00+01:00";"2013-06-08";"600";"Le journal : [émission du 08 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998439"
"404192_120";"France 24";"2013-06-08T21:00:20+01:00";"2013-06-08T21:09:15+01:00";"2013-06-08";"535";"Le journal : [émission du 08 juin 2013]";"Le journal";"";"";"Production propre";"France 24, 2013 (Producteur)";"";"Gaudin, Marion (Présentateur)";"Journal télévisé";"";"0";"52998441"
"404192_121";"France 24";"2013-06-08T21:10:00+01:00";"2013-06-08T21:27:00+01:00";"2013-06-08";"1020";"Ici l'Europe : [émission du 08 juin 2013]";"Ici l'Europe";"";"";"Production propre";"";"";"Camaret, Caroline de (Présentateur)";"Magazine";"Société";"0";"52998442"
"404192_123";"France 24";"2013-06-08T21:30:00+01:00";"2013-06-08T21:40:00+01:00";"2013-06-08";"600";"Le journal : [émission du 08 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998444"
"404192_124";"France 24";"2013-06-08T21:40:00+01:00";"2013-06-08T21:57:00+01:00";"2013-06-08";"1020";"Ici l'Europe : [émission du 08 juin 2013]";"Ici l'Europe";"";"";"Production propre";"";"";"Camaret, Caroline de (Présentateur)";"Magazine";"Société";"0";"52998445"
"404192_126";"France 24";"2013-06-08T22:00:00+01:00";"2013-06-08T22:10:00+01:00";"2013-06-08";"600";"Le journal : [émission du 08 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998447"
"404192_127";"France 24";"2013-06-08T22:10:00+01:00";"2013-06-08T22:27:00+01:00";"2013-06-08";"1020";"La semaine de l'éco : [émission du 08 juin 2013]";"La semaine de l'éco";"";"";"Production propre";"";"";"Antoine, Stéphanie (Présentateur)";"Débat";"Economie";"0";"52998448"
"404192_129";"France 24";"2013-06-08T22:30:00+01:00";"2013-06-08T22:40:00+01:00";"2013-06-08";"600";"Le journal : [émission du 08 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998450"
"404192_130";"France 24";"2013-06-08T22:40:00+01:00";"2013-06-08T22:57:00+01:00";"2013-06-08";"1020";"La semaine de l'éco : [émission du 08 juin 2013]";"La semaine de l'éco";"";"";"Production propre";"";"";"Antoine, Stéphanie (Présentateur)";"Débat";"Economie";"0";"52998451"
"404192_132";"France 24";"2013-06-08T23:00:00+01:00";"2013-06-08T23:10:00+01:00";"2013-06-08";"600";"Le journal : [émission du 08 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998453"
"404192_133";"France 24";"2013-06-08T23:10:00+01:00";"2013-06-08T23:16:00+01:00";"2013-06-08";"360";"Sports : [émission du 08 juin 2013]";"Sports";"";"";"Achat de droits de diffusion";"";"";"";"Magazine|Reportage";"Sports";"0";"52998454"
"404192_134";"France 24";"2013-06-08T23:16:00+01:00";"2013-06-08T23:26:00+01:00";"2013-06-08";"600";"Tech 24 : [émission du 08 juin 2013]";"Tech 24";"";"";"Production propre";"";"";"Grallet, Guillaume (Présentateur)|Paillon, Marjorie (Présentateur)";"Magazine";"Media";"0";"52998455"
"404192_136";"France 24";"2013-06-08T23:30:00+01:00";"2013-06-08T23:40:00+01:00";"2013-06-08";"600";"Le journal : [émission du 08 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998457"
"404192_137";"France 24";"2013-06-08T23:40:00+01:00";"2013-06-08T23:52:00+01:00";"2013-06-08";"720";"Les observateurs : Ligne Directe : [émission du 08 juin 2013]";"Les observateurs : Ligne Directe";"";"";"";"";"";"Pain, Julien (Présentateur)";"Magazine";"Société";"0";"52998458"
"404192_138";"France 24";"2013-06-08T23:52:00+01:00";"2013-06-08T23:58:00+01:00";"2013-06-08";"360";"Dans les hebdos : [émission du 08 juin 2013]";"Dans les hebdos";"";"";"Production propre";"";"";"";"Revue de presse";"Information";"0";"52998459"
"404192_140";"France 24";"2013-06-09T00:00:00+01:00";"2013-06-09T00:10:00+01:00";"2013-06-08";"600";"Le journal : [émission du 08 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998461"
"404192_141";"France 24";"2013-06-09T00:10:00+01:00";"2013-06-09T00:15:00+01:00";"2013-06-08";"300";"Les observateurs : [émission du 08 juin 2013]";"Les observateurs";"";"";"Production propre";"";"";"Pain, Julien (Présentateur)";"Magazine|Reportage";"Information";"0";"52998462"
"404192_142";"France 24";"2013-06-09T00:15:00+01:00";"2013-06-09T00:28:00+01:00";"2013-06-08";"780";"L'invité de l'économie : [émission du 08 juin 2013]";"L'invité de l'économie";"";"";"Production propre";"";"";"Antoine, Stéphanie (Présentateur)";"Interview entretien";"Economie";"0";"52998463"
"404192_144";"France 24";"2013-06-09T00:30:00+01:00";"2013-06-09T00:40:00+01:00";"2013-06-08";"600";"Le journal : [émission du 08 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998465"
"404192_145";"France 24";"2013-06-09T00:40:00+01:00";"2013-06-09T00:46:00+01:00";"2013-06-08";"360";"Sports : [émission du 08 juin 2013]";"Sports";"";"";"Achat de droits de diffusion";"";"";"";"Magazine|Reportage";"Sports";"0";"52998466"
"404192_146";"France 24";"2013-06-09T00:46:00+01:00";"2013-06-09T00:58:00+01:00";"2013-06-08";"720";"Une semaine au Maghreb : [émission du 08 juin 2013]";"Une semaine au Maghreb";"";"";"Production propre";"";"";"Gaudin, Marion (Présentateur)";"Magazine|Reportage";"Information";"0";"52998467"
"404192_148";"France 24";"2013-06-09T01:00:00+01:00";"2013-06-09T01:10:00+01:00";"2013-06-08";"600";"Le journal : [émission du 08 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998469"
"404192_149";"France 24";"2013-06-09T01:10:00+01:00";"2013-06-09T01:16:00+01:00";"2013-06-08";"360";"Les arts de vivre best of : [émission du 08 juin 2013]";"Les arts de vivre. Les arts de vivre best of";"";"";"Achat de droits commande";"";"";"";"Reportage|Best of";"";"0";"52998470"
"404192_150";"France 24";"2013-06-09T01:16:00+01:00";"2013-06-09T01:28:00+01:00";"2013-06-08";"720";"Sur le Net : [émission du 08 juin 2013]";"Sur le Net";"";"";"Achat de droits commande";"";"";"";"Magazine|Reportage";"Media";"0";"52998471"
"404192_152";"France 24";"2013-06-09T01:30:00+01:00";"2013-06-09T01:40:00+01:00";"2013-06-08";"600";"Le journal : [émission du 08 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998473"
"404192_153";"France 24";"2013-06-09T01:40:00+01:00";"2013-06-09T01:46:00+01:00";"2013-06-08";"360";"Sports : [émission du 08 juin 2013]";"Sports";"";"";"Achat de droits de diffusion";"";"";"";"Magazine|Reportage";"Sports";"0";"52998474"
"404192_154";"France 24";"2013-06-09T01:46:00+01:00";"2013-06-09T01:58:00+01:00";"2013-06-08";"720";"L'entretien de France 24 : [émission du 08 juin 2013]";"L'entretien de France 24";"";"";"Production propre";"";"";"";"Interview entretien";"";"0";"52998475"
"404192_156";"France 24";"2013-06-09T02:00:00+01:00";"2013-06-09T02:10:00+01:00";"2013-06-08";"600";"Le journal : [émission du 08 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998477"
"404192_157";"France 24";"2013-06-09T02:10:00+01:00";"2013-06-09T02:16:00+01:00";"2013-06-08";"360";"Dans les hebdos : [émission du 08 juin 2013]";"Dans les hebdos";"";"";"Production propre";"";"";"";"Revue de presse";"Information";"0";"52998478"
"404192_158";"France 24";"2013-06-09T02:16:00+01:00";"2013-06-09T02:28:00+01:00";"2013-06-08";"720";"Culture best of : [émission du 08 juin 2013] : [émission du 08 Juin 2013]";"Culture. Culture best of";"";"";"Production propre";"";"";"";"Magazine|Reportage";"";"0";"52998479"
"404192_160";"France 24";"2013-06-09T02:30:00+01:00";"2013-06-09T02:40:00+01:00";"2013-06-08";"600";"Le journal : [émission du 08 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998481"
"404192_161";"France 24";"2013-06-09T02:40:00+01:00";"2013-06-09T02:52:00+01:00";"2013-06-08";"720";"Une semaine en Asie : [émission du 08 juin 2013]";"Une semaine en Asie";"";"";"Production propre";"";"";"Patricelli, Sonia (Présentateur)";"Magazine|Reportage";"Information";"0";"52998482"
"404192_162";"France 24";"2013-06-09T02:52:00+01:00";"2013-06-09T02:58:00+01:00";"2013-06-08";"360";"Les observateurs : [émission du 08 juin 2013]";"Les observateurs";"";"";"Production propre";"";"";"Pain, Julien (Présentateur)";"Magazine|Reportage";"Information";"0";"52998483"
"404192_164";"France 24";"2013-06-09T03:00:00+01:00";"2013-06-09T03:10:00+01:00";"2013-06-08";"600";"Le journal : [émission du 08 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998485"
"404192_165";"France 24";"2013-06-09T03:10:00+01:00";"2013-06-09T03:16:00+01:00";"2013-06-08";"360";"Sports : [émission du 08 juin 2013]";"Sports";"";"";"Achat de droits de diffusion";"";"";"";"Magazine|Reportage";"Sports";"0";"52998486"
"404192_166";"France 24";"2013-06-09T03:16:00+01:00";"2013-06-09T03:28:00+01:00";"2013-06-08";"720";"L'entretien de France 24 : [émission du 08 juin 2013]";"L'entretien de France 24";"";"";"Production propre";"";"";"";"Interview entretien";"";"0";"52998487"
"404192_168";"France 24";"2013-06-09T03:30:00+01:00";"2013-06-09T03:40:00+01:00";"2013-06-08";"600";"Le journal : [émission du 08 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998489"
"404192_169";"France 24";"2013-06-09T03:40:00+01:00";"2013-06-09T03:52:00+01:00";"2013-06-08";"720";"Culture best of : [émission du 08 juin 2013] : [émission du 08 Juin 2013]";"Culture. Culture best of";"";"";"Production propre";"";"";"";"Magazine|Reportage";"";"0";"52998490"
"404192_170";"France 24";"2013-06-09T03:52:00+01:00";"2013-06-09T03:58:00+01:00";"2013-06-08";"360";"Dans les hebdos : [émission du 08 juin 2013]";"Dans les hebdos";"";"";"Production propre";"";"";"";"Revue de presse";"Information";"0";"52998491"
"404192_172";"France 24";"2013-06-09T04:00:00+01:00";"2013-06-09T04:10:00+01:00";"2013-06-08";"600";"Le journal : [émission du 08 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998493"
"404192_173";"France 24";"2013-06-09T04:10:00+01:00";"2013-06-09T04:16:00+01:00";"2013-06-08";"360";"Sports : [émission du 08 juin 2013]";"Sports";"";"";"Achat de droits de diffusion";"";"";"";"Magazine|Reportage";"Sports";"0";"52998494"
"404192_174";"France 24";"2013-06-09T04:16:00+01:00";"2013-06-09T04:28:00+01:00";"2013-06-08";"720";"Intelligence économique : [émission du 08 juin 2013]";"Intelligence économique";"";"";"Production propre";"";"";"Laidi, Ali (Présentateur)";"Magazine|Reportage";"Economie";"0";"52998495"
"404192_176";"France 24";"2013-06-09T04:30:00+01:00";"2013-06-09T04:40:00+01:00";"2013-06-08";"600";"Le journal : [émission du 08 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998497"
"404192_177";"France 24";"2013-06-09T04:40:00+01:00";"2013-06-09T04:58:00+01:00";"2013-06-08";"1080";"Reporters : [émission du 08 juin 2013]";"Reporters";"";"";"Production propre";"";"";"";"Magazine|Reportage";"";"0";"52998498"
"404194_002";"France 24";"2013-06-09T05:00:00+01:00";"2013-06-09T05:10:00+01:00";"2013-06-09";"600";"Le journal : [émission du 09 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998500"
"404194_003";"France 24";"2013-06-09T05:10:00+01:00";"2013-06-09T05:22:00+01:00";"2013-06-09";"720";"Une semaine en Afrique : [émission du 09 juin 2013]";"Une semaine en Afrique";"";"";"Production propre";"";"";"Burggraf, Vanessa (Présentateur)";"Magazine|Reportage";"Information";"0";"52998501"
"404194_004";"France 24";"2013-06-09T05:22:00+01:00";"2013-06-09T05:28:00+01:00";"2013-06-09";"360";"Dans les hebdos : [émission du 09 juin 2013]";"Dans les hebdos";"";"";"Production propre";"";"";"";"Revue de presse";"Information";"0";"52998502"
"404194_006";"France 24";"2013-06-09T05:30:00+01:00";"2013-06-09T05:40:00+01:00";"2013-06-09";"600";"Le journal : [émission du 09 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998504"
"404194_007";"France 24";"2013-06-09T05:40:00+01:00";"2013-06-09T05:58:00+01:00";"2013-06-09";"1080";"Une comédie française : [émission du 09 juin 2013]";"Une comédie française";"";"";"";"";"";"";"Débat";"Arts";"0";"53000164"
"404194_009";"France 24";"2013-06-09T06:00:00+01:00";"2013-06-09T06:10:00+01:00";"2013-06-09";"600";"Le journal : [émission du 09 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998506"
"404194_010";"France 24";"2013-06-09T06:10:00+01:00";"2013-06-09T06:26:00+01:00";"2013-06-09";"960";"Reportages : [émission du 09 juin 2013]";"Reportages";"";"";"";"";"";"";"Reportage";"Aventure exploration";"0";"52998507"
"404194_012";"France 24";"2013-06-09T06:30:00+01:00";"2013-06-09T06:40:00+01:00";"2013-06-09";"600";"Le journal : [émission du 09 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998509"
"404194_013";"France 24";"2013-06-09T06:40:30+01:00";"2013-06-09T06:51:36+01:00";"2013-06-09";"666";"Sports : [émission du 09 juin 2013]";"Sports";"";"";"Achat de droits de diffusion";"";"";"Williams, Serena (Participant)|Ferrer, David (Participant)|Sharapova, Maria (Participant)|Nadal, Rafael (Participant)|Cris-footballeur (Participant)|Murray, Andy (Participant)|Lloris, Hugo (Participant)";"Magazine|Reportage";"Sports";"0";"52998510"
"404194_014";"France 24";"2013-06-09T06:51:36+01:00";"2013-06-09T06:56:32+01:00";"2013-06-09";"296";"Les arts de vivre : [émission du 09 juin 2013]";"Les arts de vivre";"";"";"Achat de droits commande";"";"";"";"Reportage";"";"0";"52998511"
"404194_016";"France 24";"2013-06-09T07:00:10+01:00";"2013-06-09T07:15:16+01:00";"2013-06-09";"906";"Le journal : [émission du 09 juin 2013]";"Le journal";"";"";"Production propre";"France 24, 2013 (Producteur)";"";"Robert, Philomé (Présentateur)";"Journal télévisé";"";"0";"52998513"
"404194_017";"France 24";"2013-06-09T07:10:00+01:00";"2013-06-09T07:16:00+01:00";"2013-06-09";"360";"Sports : [émission du 09 juin 2013]";"Sports";"";"";"Achat de droits de diffusion";"";"";"";"Magazine|Reportage";"Sports";"0";"52998514"
"404194_018";"France 24";"2013-06-09T07:21:26+01:00";"2013-06-09T07:26:45+01:00";"2013-06-09";"319";"Les observateurs : [émission du 09 juin 2013]";"Les observateurs";"";"";"Production propre";"";"";"";"Magazine|Reportage";"Information";"0";"52998515"
"404194_020";"France 24";"2013-06-09T07:30:13+01:00";"2013-06-09T07:45:17+01:00";"2013-06-09";"904";"Le journal : [émission du 09 juin 2013]";"Le journal";"";"";"Production propre";"France 24, 2013 (Producteur)";"";"Robert, Philomé (Présentateur)";"Journal télévisé";"";"0";"52998517"
"404194_022";"France 24";"2013-06-09T07:45:15+01:00";"2013-06-09T07:57:52+01:00";"2013-06-09";"757";"Culture best of : [émission du 09 juin 2013] : [émission du 09 Juin 2013]";"Culture. Culture best of";"";"";"Production propre";"";"";"";"Magazine|Reportage";"";"0";"52998519"
"404194_024";"France 24";"2013-06-09T08:00:10+01:00";"2013-06-09T08:13:58+01:00";"2013-06-09";"828";"Le journal : [émission du 09 juin 2013]";"Le journal";"";"";"Production propre";"France 24, 2013 (Producteur)";"";"";"Journal télévisé";"";"0";"52998521"
"404194_025";"France 24";"2013-06-09T08:10:00+01:00";"2013-06-09T08:19:00+01:00";"2013-06-09";"540";"Sports : [émission du 09 juin 2013]";"Sports";"";"";"Achat de droits de diffusion";"";"";"";"Magazine|Reportage";"Sports";"0";"52998522"
"404194_026";"France 24";"2013-06-09T08:19:00+01:00";"2013-06-09T08:27:00+01:00";"2013-06-09";"480";"Tech 24 : [émission du 09 juin 2013]";"Tech 24";"";"";"Production propre";"";"";"Grallet, Guillaume (Présentateur)|Paillon, Marjorie (Présentateur)";"Magazine";"Media";"0";"52998523"
"404194_028";"France 24";"2013-06-09T08:30:00+01:00";"2013-06-09T08:40:00+01:00";"2013-06-09";"600";"Le journal : [émission du 09 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998525"
"404194_029";"France 24";"2013-06-09T08:44:24+01:00";"2013-06-09T08:55:47+01:00";"2013-06-09";"683";"[Macky Sall]";"L'entretien";"";"";"Achat de droits de diffusion";"";"";"";"Interview entretien";"";"0";"52998526"
"404194_032";"France 24";"2013-06-09T09:00:14+01:00";"2013-06-09T09:10:39+01:00";"2013-06-09";"625";"Le journal : [émission du 09 juin 2013]";"Le journal";"";"";"Production propre";"France 24, 2013 (Producteur)";"";"Robert, Philomé (Présentateur)";"Journal télévisé";"";"0";"52998529"
"404194_033";"France 24";"2013-06-09T09:10:00+01:00";"2013-06-09T09:27:00+01:00";"2013-06-09";"1020";"Ici l'Europe : [émission du 09 juin 2013]";"Ici l'Europe";"";"";"Production propre";"";"";"Camaret, Caroline de (Présentateur)";"Magazine";"Société";"0";"52998530"
"404194_035";"France 24";"2013-06-09T09:30:00+01:00";"2013-06-09T09:40:00+01:00";"2013-06-09";"600";"Le journal : [émission du 09 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998532"
"404194_036";"France 24";"2013-06-09T09:40:00+01:00";"2013-06-09T09:57:00+01:00";"2013-06-09";"1020";"Ici l'Europe : [émission du 09 juin 2013]";"Ici l'Europe";"";"";"Production propre";"";"";"Camaret, Caroline de (Présentateur)";"Magazine";"Société";"0";"52998533"
"404194_038";"France 24";"2013-06-09T10:00:00+01:00";"2013-06-09T10:10:00+01:00";"2013-06-09";"600";"Le journal : [émission du 09 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998535"
"404194_039";"France 24";"2013-06-09T10:12:14+01:00";"2013-06-09T10:28:09+01:00";"2013-06-09";"955";"Grozny";"Billet retour";"";"Reportage à Grozny, en Tchétchénie, république musulmane de la fédération de Russie, dirigée par Ramzan Kadyrov. La ville dévastée par la guerre civile a été entièrement reconstruite en très peu de temps grâce aux finances russes et à la gloire du président Kadyrov. Mais les conditions de vie sont souvent déplorables, notamment pour les invalides de guerre ou les occupants d'un foyer ayant perdu leur maison et qui ne perçoivent aucune aide des autorités. La liberté d'expression est aussi mise à mal et les enlèvements sont courants sous prétexte de lutte contre le terrorisme.
Le commentaire sur images factuelles alterne avec des interviews.";"Production propre";"France 24, 2013 (Producteur)";"enlèvement|reconstruction|guerre civile|Grozny|Tchétchénie|condition de vie|invalide de guerre|Russie|Kadyrov, Ramzan|liberté d'expression";"Fayolle, Valérie (Présentateur)|Goren, Ilan (Journaliste)|Bolchakova, Ksenia (Journaliste)";"Magazine|Reportage";"";"0";"53216530"
"404194_041";"France 24";"2013-06-09T10:30:00+01:00";"2013-06-09T10:40:00+01:00";"2013-06-09";"600";"Le journal : [émission du 09 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998538"
"404194_043";"France 24";"2013-06-09T10:42:15+01:00";"2013-06-09T10:54:41+01:00";"2013-06-09";"746";"Les observateurs : [émission du 09 juin 2013]";"Les observateurs";"";"";"Production propre";"";"";"Pain, Julien (Présentateur)";"Magazine";"Information";"0";"52998540"
"404194_042";"France 24";"2013-06-09T10:54:41+01:00";"2013-06-09T10:57:42+01:00";"2013-06-09";"181";"Reportages : [émission du 09 juin 2013]";"Reportages";"";"Reportage en République démocratique du Congo, dans une mine de Coltan à Rubaya, au nord Kivu. Les conditions de travail sont très dangereuses et la commercialisation de ce métal précieux échappe en grande partie au contrôle de l'état.
Le commentaire sur images factuelles alterne avec l'interview de Léonard et Paul MUTABASHI, creuseurs, et de M. MULENDE, chef du service des mines de Rubaya.";"Production propre";"AFP vidéo, 2013 (Producteur)";"minerai|condition de travail|mineur-extraction minière|danger|République démocratique du Congo|mine-industrie";"";"Reportage";"";"0";"52998539"
"404194_045";"France 24";"2013-06-09T11:00:00+01:00";"2013-06-09T11:10:00+01:00";"2013-06-09";"600";"Le journal : [émission du 09 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998542"
"404194_046";"France 24";"2013-06-09T11:10:00+01:00";"2013-06-09T11:16:00+01:00";"2013-06-09";"360";"Sports : [émission du 09 juin 2013]";"Sports";"";"";"Achat de droits de diffusion";"";"";"";"Magazine|Reportage";"Sports";"0";"52998543"
"404194_047";"France 24";"2013-06-09T11:16:00+01:00";"2013-06-09T11:27:00+01:00";"2013-06-09";"660";"L'invité de l'économie : [émission du 09 juin 2013]";"L'invité de l'économie";"";"";"Production propre";"";"";"Antoine, Stéphanie (Présentateur)";"Interview entretien";"Economie";"0";"52998544"
"404194_049";"France 24";"2013-06-09T11:30:00+01:00";"2013-06-09T11:40:00+01:00";"2013-06-09";"600";"Le journal : [émission du 09 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998546"
"404194_050";"France 24";"2013-06-09T11:40:00+01:00";"2013-06-09T11:44:00+01:00";"2013-06-09";"240";"Dans les hebdos : [émission du 09 juin 2013]";"Dans les hebdos";"";"";"Production propre";"";"";"";"Revue de presse";"Information";"0";"52998547"
"404194_051";"France 24";"2013-06-09T11:44:00+01:00";"2013-06-09T11:56:00+01:00";"2013-06-09";"720";"Une semaine au Maghreb : [émission du 09 juin 2013]";"Une semaine au Maghreb";"";"";"Production propre";"";"";"Gaudin, Marion (Présentateur)";"Magazine|Reportage";"Information";"0";"52998548"
"404194_053";"France 24";"2013-06-09T12:00:17+01:00";"2013-06-09T12:15:31+01:00";"2013-06-09";"914";"Le journal : [émission du 09 juin 2013]";"Le journal";"";"";"Production propre";"France 24, 2013 (Producteur)";"";"Grimaldi, Judith (Présentateur)";"Journal télévisé";"";"0";"52998550"
"404194_054";"France 24";"2013-06-09T12:10:00+01:00";"2013-06-09T12:26:00+01:00";"2013-06-09";"960";"Reporters : [émission du 09 juin 2013]";"Reporters";"";"";"Production propre";"";"";"";"Magazine|Reportage";"";"0";"52998551"
"404194_056";"France 24";"2013-06-09T12:30:00+01:00";"2013-06-09T12:40:00+01:00";"2013-06-09";"600";"Le journal : [émission du 09 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998553"
"404194_057";"France 24";"2013-06-09T12:40:00+01:00";"2013-06-09T12:49:00+01:00";"2013-06-09";"540";"Sur le Net : [émission du 09 juin 2013]";"Sur le Net";"";"";"Achat de droits commande";"";"";"";"Magazine|Reportage";"Media";"0";"52998554"
"404194_058";"France 24";"2013-06-09T12:49:00+01:00";"2013-06-09T12:57:00+01:00";"2013-06-09";"480";"Tech 24 : [émission du 09 juin 2013]";"Tech 24";"";"";"Production propre";"";"";"Grallet, Guillaume (Présentateur)|Paillon, Marjorie (Présentateur)";"Magazine";"Media";"0";"52998555"
"404194_060";"France 24";"2013-06-09T13:00:00+01:00";"2013-06-09T13:10:00+01:00";"2013-06-09";"600";"Le journal : [émission du 09 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998557"
"404194_061";"France 24";"2013-06-09T13:10:00+01:00";"2013-06-09T13:21:00+01:00";"2013-06-09";"660";"L'entretien de France 24 : [émission du 09 juin 2013]";"L'entretien de France 24";"";"";"Production propre";"";"";"";"Interview entretien";"";"0";"52998558"
"404194_062";"France 24";"2013-06-09T13:21:00+01:00";"2013-06-09T13:26:00+01:00";"2013-06-09";"300";"Dans les hebdos : [émission du 09 juin 2013]";"Dans les hebdos";"";"";"Production propre";"";"";"";"Revue de presse";"Information";"0";"52998559"
"404194_064";"France 24";"2013-06-09T13:30:00+01:00";"2013-06-09T13:40:00+01:00";"2013-06-09";"600";"Le journal : [émission du 09 juin 2013]";"Le journal";"";"";"Production propre";"";"";"";"Journal télévisé";"";"0";"52998561"
"404194_065";"France 24";"2013-06-09T13:40:00+01:00";"2013-06-09T13:52:00+01:00";"2013-06-09";"720";"Culture best of : [émission du 09 juin 2013] : [émission du 09 Juin 2013]";"Culture. Culture best of";"";"";"Production propre";"";"";"";"Magazine|Reportage";"";"0";"52998562"
"404194_066";"France 24";"2013-06-09T13:52:00+01:00";"2013-06-09T13:57:00+01:00";"2013-06-09";"300";"Les arts de vivre best of : [émission du 09 juin 2013]";"Les arts de vivre. Les arts de vivre best of";"";"";"Achat de droits commande";"";"";"";"Reportage|Best of";"";"0";"52998563"
